Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Nestlé Research Centre, PO Box 44, CH-1000 Lausanne 26, Switzerland",,10.1079/BJN19980006,http://dx.doi.org/10.1079/BJN19980006,A comparison of iron absorption in adults and infants consuming identical infant formulas,Richard F. Hurrell /// Lena Davidsson /// Manju Reddy /// Peter Kastenmayer /// James D. Cook,1998,British Journal of Nutrition,"aff1 /// 1 ///  ///  /// Laboratory for Human Nutrition ///  /// ,  /// simple /// Swiss Federal Institute of Technology Zürich ///  /// ,  /// PO Box 474 ///  /// ,  /// CH-8803 Rüschlikon ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// simple /// Kansas University Medical Center ///  /// ,  /// Kansas City ///  /// ,  /// KS 66103 ///  /// ,  /// USA ///  /// aff3 /// 3 ///  ///  /// Nestlé Research Centre ///  /// ,  /// PO Box 44 ///  /// ,  /// CH-1000 Lausanne 26 ///  /// ,  /// Switzerland /// "
"CABI Europe – Switzerland, 1 Rue des Grillons, Delémont, CH-2800, Switzerland",,10.1017/S0007485309990368,http://dx.doi.org/10.1017/S0007485309990368,Native range assessment of classical biological control agents: impact of inundative releases as pre-introduction evaluation,W.H. Jenner /// P.G. Mason /// N. Cappuccino /// U. Kuhlmann,2010,Bulletin of Entomological Research,"aff001 /// 1 ///  ///  /// CABI Europe – Switzerland ///  /// ,  /// 1 Rue des Grillons ///  /// ,  /// Delémont ///  /// ,  /// CH-2800 ///  /// ,  /// Switzerland ///  /// aff002 /// 2 ///  ///  /// Eastern Cereal and Oilseed Research Centre ///  /// ,  /// Agriculture and Agri-Food Canada ///  /// ,  /// 960 Carling Avenue ///  /// ,  /// Ottawa ///  /// ,  /// ON ///  /// ,  /// K1A 0C6 ///  /// aff003 /// 3 ///  ///  /// Department of Biology ///  /// ,  /// Carleton University ///  /// ,  /// 1125 Colonel By Drive ///  /// ,  /// Ottawa ///  /// ,  /// ON ///  /// ,  /// K1S 5B6 ///  /// ,  /// Canada /// "
"CABI Europe - Switzerland, 1 Rue des Grillons, Delémont, CH-2800, Switzerland",,10.1017/S0007485309006804,http://dx.doi.org/10.1017/S0007485309006804,"Comparative life tables of leek moth,  (Zeller) (Lepidoptera: Acrolepiidae), in its native range",W.H. Jenner /// U. Kuhlmann /// P.G. Mason /// N. Cappuccino,2010,Bulletin of Entomological Research,"aff001 /// 1 ///  ///  /// Department of Biology ///  /// ,  /// Carleton University ///  /// ,  /// 1125 Colonel By Drive ///  /// ,  /// Ottawa ///  /// ,  /// ON ///  /// ,  /// K1S 5B6 ///  /// ,  /// Canada ///  /// aff002 /// 2 ///  ///  /// CABI Europe - Switzerland ///  /// ,  /// 1 Rue des Grillons ///  /// ,  /// Delémont ///  /// ,  /// CH-2800 ///  /// ,  /// Switzerland ///  /// aff003 /// 3 ///  ///  /// Eastern Cereal and Oilseed Research Centre ///  /// ,  /// Agriculture and Agri-Food Canada ///  /// ,  /// 960 Carling Avenue ///  /// ,  /// Ottawa ///  /// ,  /// ON ///  /// ,  /// K1A 0C6 /// "
"Agroscope FAT Taenikon, Swiss Federal Research Station for Agricultural Economics and Engineering, Centre for Proper Housing of Ruminants and Pigs, 8356 Ettenhausen, Switzerland",,10.1079/ASC200668,http://dx.doi.org/10.1079/ASC200668,"Performance, lean meat proportion and behaviour of fattening pigs given a liquid diet at different animal/feeding-place ratios",D. K. Rasmussen /// R. Weber /// B. Wechsler,2006,Animal Science,"aff1 /// 1 ///  ///  /// Swiss Federal Veterinary Office ///  /// ,  /// Centre for Proper Housing of Ruminants and Pigs ///  /// ,  /// 8356 Ettenhausen ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Agroscope FAT Taenikon ///  /// ,  /// Swiss Federal Research Station for Agricultural Economics and Engineering ///  /// ,  /// Centre for Proper Housing of Ruminants and Pigs ///  /// ,  /// 8356 Ettenhausen ///  /// ,  /// Switzerland /// "
"Institut für Informatik und Angewandte Mathematik, Universität Bern, Neubrückstrasse 10, CH-3012 Bern, Switzerland, E-mail: strahm@iam.unibe.ch",University of Bern,10.2307/2275787,http://dx.doi.org/10.2307/2275787,Some theories with positive induction of ordinal strength 0,Gerhard Jäger /// Thomas Strahm,1996,The Journal of Symbolic Logic,"aff1 /// Institut für Informatik und Angewandte Mathematik ///  /// ,  /// Universität Bern ///  /// ,  /// Neubrückstrasse 10 ///  /// ,  /// CH-3012 Bern ///  /// ,  /// Switzerland ///  /// , E-mail:  /// jaeger@iam.unibe.ch /// simple /// jaeger@iam.unibe.ch ///  /// aff2 /// Institut für Informatik und Angewandte Mathematik ///  /// ,  /// Universität Bern ///  /// ,  /// Neubrückstrasse 10 ///  /// ,  /// CH-3012 Bern ///  /// ,  /// Switzerland ///  /// , E-mail:  /// strahm@iam.unibe.ch /// simple /// strahm@iam.unibe.ch /// "
"Ecole Polytechnique Fédérale de Lausanne, Observatoire, 1290 Sauverny, Switzerland",EPFL,10.1017/S1743921308016074,http://dx.doi.org/10.1017/S1743921308016074,Masses and M/L Ratios of Bright Globular Clusters in NGC 5128,M. Rejkuba /// P. Dubath /// D. Minniti /// G. Meylan,2007,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// ESO ///  /// ,  /// Karl-Schwarzschild-Strasse 2 ///  /// ,  /// D-85748 Garching ///  /// ,  /// Germany ///  ///  email:  /// mrejkuba@eso.org /// mrejkuba@eso.org ///  /// aff002 /// 2 ///  ///  /// Observatoire de Geneve ///  /// ,  /// ch. des Maillettes 51 ///  /// ,  /// 1290 Sauverny ///  /// ,  /// Switzerland ///  /// aff003 /// 3 ///  ///  /// Pontificia Univ. Católica de Chile ///  /// ,  /// Vicuña Mackenna 4860 ///  /// ,  /// Santiago 22 ///  /// ,  /// Chile ///  /// aff004 /// 4 ///  ///  /// Ecole Polytechnique Fédérale de Lausanne ///  /// ,  /// Observatoire ///  /// ,  /// 1290 Sauverny ///  /// ,  /// Switzerland /// "
"Assistant Professor, Department of Economic History, University of Geneva, 40, bd du Pont-d'Arve, CH-1211 Geneva 4, Switzerland. E-mail: juan.flores@unige.ch.",University of Geneva,10.1017/S0022050709001089,http://dx.doi.org/10.1017/S0022050709001089,"Bonds and Brands: Foundations of Sovereign Debt Markets, 1820–1830",Marc Flandreau /// Juan H. Flores,2009,The Journal of Economic History,"aff001 /// Professor,  /// The Graduate Institute ///  /// ,  /// Geneva, P.O. Box 136, 1211 Geneva 21, Switzerland ///  /// ; and Research Fellow,  /// Centre of Economic and Policy Research ///  /// ,  /// London ///  /// . E-mail:  /// marc.flandreau@graduateinstitute.ch /// marc.flandreau@graduateinstitute.ch ///  /// . /// aff002 /// Assistant Professor,  /// Department of Economic History, University of Geneva ///  /// ,  /// 40, bd du Pont-d'Arve, CH-1211 Geneva 4, Switzerland ///  /// . E-mail:  /// juan.flores@unige.ch /// juan.flores@unige.ch ///  /// ."
"Laboratory of Inorganic Chemistry, Department of Chemistry and Applied Biosciences, Swiss Federal Institute of Technology Zurich (ETHZ), CH-8093 Zurich, Switzerland",ETH Zurich,10.1557/JMR.2005.0160,http://dx.doi.org/10.1557/JMR.2005.0160,Flame-coating of titania particles with silica,A. Teleki /// S.E. Pratsinis /// K. Wegner /// R. Jossen /// F. Krumeich,2005,Journal of Materials Research,"aff1 /// Particle Technology Laboratory ///  /// ,  /// Institute of Process Engineering ///  /// ,  /// Department of Mechanical and Process Engineering ///  /// ,  /// Swiss Federal Institute of Technology Zurich (ETHZ) ///  /// ,  /// CH-8092 Zurich ///  /// ,  /// Switzerland ///  /// aff2 /// Laboratory of Inorganic Chemistry ///  /// ,  /// Department of Chemistry and Applied Biosciences ///  /// ,  /// Swiss Federal Institute of Technology Zurich (ETHZ) ///  /// ,  /// CH-8093 Zurich ///  /// ,  /// Switzerland /// "
"CABI Bioscience Switzerland Centre, 1 Rue de Grillons, 2800 Delémont, Switzerland",,10.4039/n04-037,http://dx.doi.org/10.4039/n04-037,Erroneous records of  from North America: an assessment of the evidence,K.S. Hemachandra /// N.J. Holliday /// J. Klimaszewski /// P.G. Mason /// U. Kuhlmann,2005,The Canadian Entomologist,"aff1 /// Department of Entomology ///  /// ,  /// University of Manitoba ///  /// ,  /// Winnipeg ///  /// ,  /// Manitoba ///  /// ,  /// Canada R3T 2N2 ///  /// aff2 /// Canadian Forest Service ///  /// ,  /// Natural Resources Canada ///  /// ,  /// Laurentian Forestry Centre ///  /// ,  /// 1055 rue de P.E.P.S. ///  /// ,  /// Saint-Foy ///  /// ,  /// Quebec ///  /// ,  /// Canada G1V 4C7 ///  /// aff3 /// Agriculture and Agri-Food Canada ///  /// ,  /// Eastern Cereal and Oilseed Research Centre ///  /// ,  /// 960 Carling Avenue ///  /// ,  /// Ottawa ///  /// ,  /// Ontario ///  /// ,  /// Canada K1A 0C6 ///  /// aff4 /// CABI Bioscience Switzerland Centre ///  /// ,  /// 1 Rue de Grillons ///  /// ,  /// 2800 Delémont ///  /// ,  /// Switzerland /// "
"Service of Endocrinology, Diabetes and Metabolism, CHUV, Lausanne, Switzerland",University of Lausanne,10.1017/S000711451000190X,http://dx.doi.org/10.1017/S000711451000190X,Sex differences in lipid and glucose kinetics after ingestion of an acute oral fructose load,Christel Tran /// Delphine Jacot-Descombes /// Virgile Lecoultre /// Barbara A. Fielding /// Guillaume Carrel /// Kim-Anne Lê /// Philippe Schneiter /// Muriel Bortolotti /// Keith N. Frayn /// Luc Tappy,2010,British Journal of Nutrition,"aff001 /// 1 ///  ///  /// Faculty of Biology and Medicine, Department of Physiology ///  /// ,  /// University of Lausanne ///  /// ,  /// Rue du Bugnon 7 ///  /// ,  /// Lausanne ///  /// CH-1005 ///  /// ,  /// Switzerland ///  /// aff002 /// 2 ///  ///  /// Oxford Centre for Diabetes, Endocrinology and Metabolism, University of Oxford ///  /// ,  /// Oxford ///  /// ,  /// UK ///  /// aff003 /// 3 ///  ///  /// Service of Endocrinology, Diabetes and Metabolism ///  /// ,  /// CHUV ///  /// ,  /// Lausanne ///  /// ,  /// Switzerland /// "
"Socioeconomic Institute of the University of Zurich, Hottingerstrasse 10, 8032 Zurich, Switzerland, E-mail: pzweifel@soi.uzh.ch, Tel.: +41 44 634 22 05, Fax: +41 44 634 49 07",University of Zurich,10.2143/AST.39.1.2038067,http://dx.doi.org/10.2143/AST.39.1.2038067,Quasi Risk-Neutral Pricing in Insurance,Harry Niederau /// Peter Zweifel,2009,ASTIN Bulletin,"aff1 /// Dr. Niederau Consulting & Research ///  /// ,  /// Hochstrasse 26 ///  /// ,  /// 8044 Zurich ///  /// ,  /// Switzerland ///  /// , E-mail:  /// info@niederau-research.com /// simple /// info@niederau-research.com ///  /// ,  /// Tel.: +41 43 537 03 51 ///  /// ,  /// Fax: +41 43 537 07 49 ///  /// aff2 /// Socioeconomic Institute of the University of Zurich ///  /// ,  /// Hottingerstrasse 10 ///  /// ,  /// 8032 Zurich ///  /// ,  /// Switzerland ///  /// , E-mail:  /// pzweifel@soi.uzh.ch /// simple /// pzweifel@soi.uzh.ch ///  /// ,  /// Tel.: +41 44 634 22 05 ///  /// ,  /// Fax: +41 44 634 49 07 /// "
"Swiss Tropical Institute, P.O. Box, 4002 Basel, Switzerland",,10.1017/S101423390000287X,http://dx.doi.org/10.1017/S101423390000287X,Molecular characterization of two common Chadian cattle breeds,C. Flury /// B.N.R. Ngandolo /// B. Müller /// J. Zinsstag /// H.N. Kadarmideen,2009,Animal Genetic Resources Information,"aff1 /// 1 ///  ///  /// Institue of Animal Science ///  /// ,  /// Swiss Federal Institute of Technology (ETH) ///  /// ,  /// Universitätsstrasse 65 ///  /// ,  /// 8092 Zürich ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Laboratoire de Recherches Vétérinaires et Zootechniques de Farcha ///  /// ,  /// P.O. Box 433 ///  /// ,  /// N'Djaména ///  /// ,  /// Chad ///  /// aff3 /// 3 ///  ///  /// Swiss Tropical Institute ///  /// ,  /// P.O. Box ///  /// ,  /// 4002 Basel ///  /// ,  /// Switzerland ///  /// aff4 /// 4 ///  ///  /// CSIRO Livestock Industries ///  /// ,  /// JM Rendel Laboratory ///  /// ,  /// P.O. Box 5545 ///  /// ,  /// Rockhampton ///  /// ,  /// QLD 4702 ///  /// ,  /// Australia /// "
"Division of Pediatric Cardiology, University Hospital of Bern, Switzerland",University of Bern,10.1017/S1047951109992046,http://dx.doi.org/10.1017/S1047951109992046,Considerations for Prenatal Counselling of Patients with Cardiac Rhabdomyomas based on their Cardiac and Neurologic Outcomes,Sabrina C. Degueldre /// Priya Chockalingam /// Yvan Mivelaz /// Stefano Di Bernardo /// Jean-Pierre Pfammatter /// Catherine Barrea /// Nicole Sekarski /// Pierre-Yves Jeannet /// Jean-Claude Fouron /// Yvan Vial /// Erik J. Meijboom,2010,Cardiology in the Young,"aff1 /// 1 ///  /// Department of OBGYN and Divisions of Pediatric Cardiology and Neurology ///  /// ,  /// University Hospital of Lausanne ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  /// Division of Pediatric Cardiology ///  /// ,  /// University Hospital of Bern ///  /// ,  /// Switzerland ///  /// aff3 /// 3 ///  /// Divison of Pediatric Cardiology ///  /// ,  /// University Hospital of Saint-Luc ///  /// ,  /// Bruxelles ///  /// ,  /// Belgium ///  /// aff4 /// 4 ///  /// Division of Pediatric Cardiology ///  /// ,  /// Centre Hospitalier Universitaire de Sainte-Justine ///  /// ,  /// Montreal ///  /// ,  /// Canada /// "
"Nestlé Nutrition, Nestec Ltd, Avenue Reller 22, CH-1800Vevey, Switzerland",,10.1017/S0029665110001898,http://dx.doi.org/10.1017/S0029665110001898,Potential role of the intestinal microbiota of the mother in neonatal immune education,Anne Donnet-Hughes /// Pablo F. Perez /// Joël Doré /// Marion Leclerc /// Florence Levenez /// Jalil Benyacoub /// Patrick Serrant /// Iris Segura-Roggero /// Eduardo J. Schiffrin,2010,Proceedings of the Nutrition Society,"aff001 /// 1 ///  ///  /// Nutrition and Health Department, Nestlé Research Centre ///  /// ,  /// Nestec Ltd ///  /// ,  /// PO Box 44 ///  /// ,  /// 1000 Lausanne 26 ///  /// ,  /// Switzerland ///  /// aff002 /// 2 ///  ///  /// INRA, CR de Jouy-en-Josas ///  /// ,  /// 78352 ///  /// Jouy en Josas ///  /// ,  /// France ///  /// aff003 /// 3 ///  ///  /// Nestlé Nutrition ///  /// ,  /// Nestec Ltd ///  /// ,  /// Avenue Reller 22 ///  /// ,  /// CH-1800 ///  /// Vevey ///  /// ,  /// Switzerland /// "
"Centre for Energy Policy and Economics, Department of Management, Technology and Economics, ETH Zurich, Switzerland and Department of Economics, University of Lugano, Switzerland.",University of Zurich,10.1017/S1355770X07003932,http://dx.doi.org/10.1017/S1355770X07003932,Fuel choices in urban Indian households,MEHDI FARSI /// MASSIMO FILIPPINI /// SHONALI PACHAURI,2007,Environment and Development Economics,"aff001 /// simple /// Centre for Energy Policy and Economics ///  /// ,  /// Department of Management ///  /// ,  /// Technology and Economics ///  /// ,  /// ETH Zurich ///  /// ,  /// Switzerland ///  ///  and  /// Department of Economics ///  /// ,  /// simple /// University of Lugano ///  /// ,  /// Switzerland ///  /// . /// aff002 /// simple /// International Institute for Applied Systems Analysis (IIASA) ///  /// ,  /// Schlossplatz 1 ///  /// ,  /// A-2361 ///  /// ,  /// Laxenburg ///  /// ,  /// Austria ///  /// . Tel:  /// +43 2236 807 475 ///  /// . Fax:  /// +43 2236 71313 ///  /// . Email:  /// pachauri@iiasa.ac.at /// simple /// pachauri@iiasa.ac.at /// "
"ETH Zurich, Institute of Plant, Animal and Agroecosystem Sciences, Zurich, Switzerland",ETH Zurich,10.1017/S0266467410000428,http://dx.doi.org/10.1017/S0266467410000428,Plant species selection by free-ranging cattle in southern Bolivian tropical montane forests,Svenja Marquardt /// Stephan G. Beck /// Felix D. Encinas /// Humberto Alzérreca A. /// Michael Kreuzer /// Andrea C. Mayer,2010,Journal of Tropical Ecology,"aff001 /// * ///  /// WSL ///  /// ,  /// Institute for Snow and Avalanche Research (SLF) ///  /// ,  /// Davos ///  /// ,  /// Switzerland ///  /// aff002 /// † ///  /// ETH Zurich ///  /// ,  /// Institute of Plant ///  /// ,  /// Animal and Agroecosystem Sciences ///  /// ,  /// Zurich ///  /// ,  /// Switzerland ///  /// aff003 /// ‡ ///  /// Herbario Nacional de Bolivia ///  /// ,  /// Universidad Mayor de San Andrés ///  /// ,  /// La Paz ///  /// ,  /// Bolivia ///  /// aff004 /// § ///  /// Universidad Autónoma Juan Misael Saracho ///  /// ,  /// Tarija ///  /// ,  /// Bolivia /// "
"Physikalisches Institut, Universität Bern, Sidlerstrasse 5, CH-3012 Bern, Switzerland",University of Bern,10.1017/S1743921308027051,http://dx.doi.org/10.1017/S1743921308027051,Towards the characterization of the hot Neptune/super-Earth population around nearby bright stars,C. Lovis /// M. Mayor /// F. Bouchy /// F. Pepe /// D. Queloz /// S. Udry /// W. Benz /// C. Mordasini,2008,Proceedings of the International Astronomical Union,"aff001 /// 1 ///  ///  /// Observatoire de Genève ///  /// ,  /// Université de Genève ///  /// ,  /// 51 ch. des Maillettes ///  /// ,  /// CH-1290 Sauverny ///  /// ,  /// Switzerland ///  ///  email:  /// christophe.lovis@obs.unige.ch /// christophe.lovis@obs.unige.ch ///  /// aff002 /// 2 ///  ///  /// Institut d'Astrophysique de Paris ///  /// ,  /// 98bis Bd Arago ///  /// ,  /// F-75014 Paris ///  /// ,  /// France ///  /// aff003 /// 3 ///  ///  /// Physikalisches Institut ///  /// ,  /// Universität Bern ///  /// ,  /// Sidlerstrasse 5 ///  /// ,  /// CH-3012 Bern ///  /// ,  /// Switzerland /// "
"CERN (www.cern.ch/ntof), Geneva, Switzerland",,10.1071/AS09005,http://dx.doi.org/10.1071/AS09005,Tuning the Re/Os Clock: Stellar-Neutron Cross Sections,A. Mengoni /// M. Mosconi /// K. Fujii /// F. Käppeler ///  ,2009,Publications of the Astronomical Society of Australia,"aff1 /// A ///  ///  /// International Atomic Energy Agency, Vienna, Austria and CERN, Geneva ///  /// ,  /// Switzerland ///  /// aff2 /// B ///  ///  /// Physikalisch-Technische Bundesanstalt (PTB), Braunschweig ///  /// ,  /// Germany ///  /// aff3 /// C ///  ///  /// INFN, Sezione di Trieste and Universitá degli Studi di Padova ///  /// ,  /// Italy ///  /// aff4 /// D ///  ///  /// Forschungszentrum Karlsruhe ///  /// ,  /// Germany ///  /// aff5 /// E ///  ///  /// CERN (www.cern.ch/ntof), Geneva ///  /// ,  /// Switzerland /// "
"Paul Scherrer Institute, c/o Institute for Particle Physics, ETH Zurich, 8093 Zurich, Switzerland",ETH Zurich,10.1017/S0954102008001478,http://dx.doi.org/10.1017/S0954102008001478,"Surface exposure ages imply multiple low-amplitude Pleistocene variations in East Antarctic Ice Sheet, Ricker Hills, Victoria Land",Stefan Strasky /// Luigia Di Nicola /// Carlo Baroni /// Maria Cristina Salvatore /// Heinrich Baur /// Peter W. Kubik /// Christian Schlüchter /// Rainer Wieler,2009,Antarctic Science,"aff1 /// 1 ///  ///  /// Institute of Isotope Geochemistry and Mineral Resources ///  /// ,  /// ETH Zurich, 8092 Zurich ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Dipartimento di Scienze della Terra ///  /// ,  /// Università degli Studi di Siena ///  /// ,  /// 53100 Siena ///  /// ,  /// Italy ///  /// aff3 /// 3 ///  ///  /// Institute of Geological Sciences, University of Bern ///  /// ,  /// 3012 Bern ///  /// ,  /// Switzerland ///  /// aff4 /// 4 ///  ///  /// Dipartimento di Scienze della Terra ///  /// ,  /// Università di Pisa ///  /// ,  /// e Istituto di Geoscienze e Georisorse CNR, 56126 Pisa ///  /// ,  /// Italy ///  /// aff5 /// 5 ///  ///  /// Dipartimento di Scienze della Terra ///  /// ,  /// Università degli Studi di Roma ‘La Sapienza’ ///  /// ,  /// 00185 Rome ///  /// ,  /// Italy ///  /// aff6 /// 6 ///  ///  /// Paul Scherrer Institute, c/o Institute for Particle Physics ///  /// ,  /// ETH Zurich, 8093 Zurich ///  /// ,  /// Switzerland /// "
"Laboratory for Mechanics of Materials and Nanostructures, EMPA—Swiss Federal Laboratories for Materials Testing and Research, 3602, Thun, Switzerland",,10.1557/jmr.2009.0143,http://dx.doi.org/10.1557/jmr.2009.0143,"Scale effects for strength, ductility, and toughness in “brittle” materials",W.W. Gerberich /// J. Michler /// W.M. Mook /// R. Ghisleni /// F. Östlund /// D.D. Stauffer /// R. Ballarini,2009,Journal of Materials Research,"aff1 /// Department of Chemical Engineering and Materials Science ///  /// ,  /// University of Minnesota ///  /// ,  /// Minneapolis ///  /// ,  /// Minnesota 55455 ///  /// aff2 /// Laboratory for Mechanics of Materials and Nanostructures ///  /// ,  /// EMPA—Swiss Federal Laboratories for Materials Testing and Research ///  /// ,  /// 3602 ///  /// ,  /// Thun ///  /// ,  /// Switzerland ///  /// aff3 /// Department of Chemical Engineering and Materials Science ///  /// ,  /// University of Minnesota ///  /// ,  /// Minneapolis ///  /// ,  /// Minnesota 55455; and Laboratory for Mechanics of Materials and Nanostructures ///  /// ,  /// EMPA—Swiss Federal Laboratories for Materials Testing and Research ///  /// ,  /// 3602 ///  /// ,  /// Thun ///  /// ,  /// Switzerland ///  /// aff4 /// Laboratory for Mechanics of Materials and Nanostructures ///  /// ,  /// EMPA—Swiss Federal Laboratories for Materials Testing and Research ///  /// ,  /// 3602 ///  /// ,  /// Thun ///  /// ,  /// Switzerland ///  /// aff5 /// Department of Chemical Engineering and Materials Science ///  /// ,  /// University of Minnesota ///  /// ,  /// Minneapolis ///  /// ,  /// Minnesota 55455 ///  /// aff6 /// Department of Civil Engineering ///  /// ,  /// University of Minnesota ///  /// ,  /// Minneapolis ///  /// ,  /// Minnesota 55455 /// "
"Paul Scherrer Institute, Swiss Light Source, CH-5232 Villigen PSI, Switzerland",,10.1557/JMR.2010.0139,http://dx.doi.org/10.1557/JMR.2010.0139,Comparison of quasistatic to impact mechanical properties of multiwall carbon nanotube/polycarbonate composites,Paul A. Brühwiler /// Michel Barbezat /// Adly Necola /// Doug J. Kohls /// Oliver Bunk /// Dale W. Schaefer /// Petra Pötschke,2010,Journal of Materials Research,"aff1 /// Empa ///  /// ,  /// Swiss Federal Laboratories for Materials Testing and Research ///  /// ,  /// CH-9014 St. Gallen ///  /// ,  /// Switzerland; and Department of Physics and Materials Science ///  /// ,  /// Uppsala University ///  /// ,  /// SE-751 21 Uppsala ///  /// ,  /// Sweden ///  /// aff2 /// Empa ///  /// ,  /// CH-8600 Dübendorf ///  /// ,  /// Switzerland ///  /// aff3 /// Department of Chemical and Materials Engineering ///  /// ,  /// University of Cincinnati ///  /// ,  /// Cincinnati ///  /// ,  /// Ohio 45221-0012 ///  /// aff4 /// Paul Scherrer Institute ///  /// ,  /// Swiss Light Source ///  /// ,  /// CH-5232 Villigen PSI ///  /// ,  /// Switzerland ///  /// aff5 /// Department of Chemical and Materials Engineering ///  /// ,  /// University of Cincinnati ///  /// ,  /// Cincinnati ///  /// ,  /// Ohio 45221-0012 ///  /// aff6 /// Leibniz Institute of Polymer Research Dresden ///  /// ,  /// Department of Polymer Reactions and Blends ///  /// ,  /// D-01069 Dresden ///  /// ,  /// Germany /// "
"Department of Mathematics, ETH Zurich, 8092 Zurich, Switzerland, E-mail: wueth@math.ethz.ch",ETH Zurich,10.2143/AST.39.1.2038065,http://dx.doi.org/10.2143/AST.39.1.2038065,Recursive Credibility Formula for Chain Ladder Factors and the Claims Development Result,Hans Bühlmann /// Massimo De Felice /// Alois Gisler /// Franco Moriconi /// Mario V. Wüthrich,2009,ASTIN Bulletin,"aff1 /// Department of Mathematics ///  /// ,  /// ETH Zurich ///  /// ,  /// 8092 Zurich ///  /// ,  /// Switzerland ///  /// , E-mail:  /// hbuhl@math.ethz.ch /// simple /// hbuhl@math.ethz.ch ///  /// aff2 /// Dipartimento di Studi Sociali ///  /// ,  /// Economici ///  /// ,  /// Aattuariali e Finanziari ///  /// ,  /// Viale Regina Elena ///  /// ,  /// 295 ///  /// ,  /// 00161 Roma ///  /// ,  /// Italy ///  /// , E-mail:  /// massimo.defelice@uniroma1.it /// simple /// massimo.defelice@uniroma1.it ///  /// aff3 /// AXA Winterthur Insurance Company ///  /// ,  /// P.O. Box 357 ///  /// ,  /// 8401 Winterthur ///  /// ,  /// Switzerland ///  /// , E-mail:  /// alois.gisler@axa-winterthur.ch /// simple /// alois.gisler@axa-winterthur.ch ///  /// aff4 /// Dipartimento di Economia ///  /// ,  /// Finanza e Statistica ///  /// ,  /// Università di Perugia ///  /// ,  /// Via A. Pascoli ///  /// ,  /// 1 ///  /// ,  /// 06100 Perugia ///  /// ,  /// Italy ///  /// , E-mail:  /// moriconi@unipg.it /// simple /// moriconi@unipg.it ///  /// aff5 /// Department of Mathematics ///  /// ,  /// ETH Zurich ///  /// ,  /// 8092 Zurich ///  /// ,  /// Switzerland ///  /// , E-mail:  /// wueth@math.ethz.ch /// simple /// wueth@math.ethz.ch /// "
"Department of Bioanalytical Science, Nestlé Research Center, 1000 Lausanne 26, Switzerland",,10.1079/BJN20051511,http://dx.doi.org/10.1079/BJN20051511,Intake of alkylresorcinols from wheat and rye in the United Kingdom and Sweden,Alastair B. Ross /// Wulf Becker /// Yan Chen /// Afaf Kamal-Eldin /// Per Åman,2005,British Journal of Nutrition,"aff1 /// 1 ///  ///  /// Department of Food Science ///  /// ,  /// simple /// Swedish University of Agricultural Sciences ///  /// ,  /// Uppsala ///  /// ,  /// Sweden ///  /// aff2 /// 2 ///  ///  /// Department of Bioanalytical Science ///  /// ,  /// Nestlé Research Center ///  /// ,  /// 1000 Lausanne 26 ///  /// ,  /// Switzerland ///  /// aff3 /// 3 ///  ///  /// Swedish National Food Administration ///  /// ,  /// Uppsala ///  /// ,  /// Sweden /// "
"Laboratory for Human Nutrition, Institute of Food Science and Nutrition, Swiss Federal Institute of Technology, PO Box 474, CH-8803 Rüschlikon, Switzerland and Institut National de Santé Publique, Adjamé, PO Box 47, 01 Abidjan, Côte d'Ivoire",,10.1079/BJN2003914,http://dx.doi.org/10.1079/BJN2003914,The effect of retinyl palmitate added to iron-fortified maize porridge on erythrocyte incorporation of iron in African children with vitamin A deficiency,Lena Davidsson /// Pierre Adou /// Christophe Zeder /// Thomas Walczyk /// Richard Hurrell,2003,British Journal of Nutrition,"aff1 /// Laboratory for Human Nutrition ///  /// ,  /// simple /// Institute of Food Science and Nutrition ///  /// ,  /// Swiss Federal Institute of Technology ///  /// ,  /// PO Box 474 ///  /// ,  /// CH-8803 Rüschlikon ///  /// ,  /// Switzerland and Institut National de Santé Publique ///  /// ,  /// Adjamé ///  /// ,  /// PO Box 47 ///  /// ,  /// 01 Abidjan ///  /// ,  /// Côte d'Ivoire /// "
"Nestlé Research Centre, PO Box 44, CH-I000 Lausanne 26, Switzerland",,10.1079/BJN19940148,http://dx.doi.org/10.1079/BJN19940148,A double stable isotope technique for measuring iron absorption in infants,Peter Kastenmayer /// Lena Davidsson /// Pilar Galanz /// Françise Cherouvrier /// Serge Hercberg /// Richard F. Hurrell,1994,British Journal of Nutrition,"aff1 /// 1 ///  ///  /// Nestlé Research Centre ///  /// ,  /// PO Box 44 ///  /// ,  /// CH-I000 Lausanne 26 ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  /// Centre de Recherche sur les Anémies Nutritionnelles ///  /// ,  /// CNAM ///  /// ,  /// 2 rue Conté ///  /// ,  /// F-75003 Paris ///  /// ,  /// France /// "
