title_id	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
13138	Journal für Mathematik-Didaktik	0173-5322	1869-2699	2005	26	1	2016			http://link.springer.com/journal/13138			fulltext		Springer Berlin Heidelberg	Serial							
10838	Journal for General Philosophy of Science	0925-4560	1572-8587	1970	1	1	2016			http://link.springer.com/journal/10838			fulltext		Springer Netherlands	Serial							
10802	Journal of Abnormal Child Psychology	0091-0627	1573-2835	1973	1	1	2016			http://link.springer.com/journal/10802			fulltext		Springer US	Serial							
10805	Journal of Academic Ethics	1570-1727	1572-8544	2005	3	1	2016			http://link.springer.com/journal/10805			fulltext		Springer Netherlands	Serial							
10804	Journal of Adult Development	1068-0667	1573-3440	1994	1	1	2016			http://link.springer.com/journal/10804			fulltext		Springer US	Serial							
12111	Journal of African American Studies	1559-1646	1936-4741	1995	1	1	2004	8	3	http://link.springer.com/journal/12111			fulltext		Springer US	Serial							
10806	Journal of Agricultural and Environmental Ethics	1187-7863	1573-322X	1988	1	1	2016			http://link.springer.com/journal/10806			fulltext		Springer Netherlands	Serial							
13253	Journal of Agricultural, Biological and Environmental Statistics	1085-7117	1537-2693	2005	10	1	2016			http://link.springer.com/journal/13253			fulltext		Springer US	Serial							
10801	Journal of Algebraic Combinatorics	0925-9899	1572-9192	1992	1	1	2016			http://link.springer.com/journal/10801			fulltext		Springer US	Serial							
10809	Journal of Analytical Chemistry	1061-9348	1608-3199	2005	60	1	2016			http://link.springer.com/journal/10809			fulltext		Pleiades Publishing	Serial							
540	Journal of Anesthesia	0913-8668	1438-8359	1987	1	1	2016			http://link.springer.com/journal/540			fulltext		Springer Japan	Serial							
10800	Journal of Applied Electrochemistry	0021-891X	1572-8838	1971	1	1	2016			http://link.springer.com/journal/10800			fulltext		Springer Netherlands	Serial							
10808	Journal of Applied Mechanics and Technical Physics	0021-8944	1573-8620	1965	6	1	2016			http://link.springer.com/journal/10808			fulltext		Pleiades Publishing	Serial							
12387	Journal of Applied Metalworking	0162-9700		1978	1	1	1985	4	4	http://link.springer.com/journal/12387			fulltext		Springer-Verlag	Serial							
10811	Journal of Applied Phycology	0921-8971	1573-5176	1989	1	1	2016			http://link.springer.com/journal/10811			fulltext		Springer Netherlands	Serial							
10812	Journal of Applied Spectroscopy	0021-9037	1573-8647	1965	2	1	2016			http://link.springer.com/journal/10812			fulltext		Springer US	Serial							
10813	Journal of Aquatic Ecosystem Stress and Recovery	1386-1980	1573-5141	1992	1	1	1996		4	http://link.springer.com/journal/10813			fulltext		Kluwer Academic Publishers	Serial							
10816	Journal of Archaeological Method and Theory	1072-5369	1573-7764	1994	1	1	2016			http://link.springer.com/journal/10816			fulltext		Springer US	Serial							
10814	Journal of Archaeological Research	1059-0161	1573-7756	1993	1	1	2016			http://link.springer.com/journal/10814			fulltext		Springer US	Serial							
10047	Journal of Artificial Organs	1434-7229	1619-0904	2005	8	1	2016			http://link.springer.com/journal/10047			fulltext		Springer Japan	Serial							
10815	Journal of Assisted Reproduction and Genetics	1058-0468	1573-7330	1984	1	1	2016			http://link.springer.com/journal/10815			fulltext		Springer US	Serial							
12036	Journal of Astrophysics and Astronomy	0250-6335	0973-7758	1980	1	1	2016			http://link.springer.com/journal/12036			fulltext		Springer India	Serial							
10874	Journal of Atmospheric Chemistry	0167-7764	1573-0662	1983	1	1	2016			http://link.springer.com/journal/10874			fulltext		Springer Netherlands	Serial							
10803	Journal of Autism and Developmental Disorders	0162-3257	1573-3432	1971	1	1	2016			http://link.springer.com/journal/10803			fulltext		Springer US	Serial							
10817	Journal of Automated Reasoning	0168-7433	1573-0670	1985	1	1	2016			http://link.springer.com/journal/10817			fulltext		Springer Netherlands	Serial							
10864	Journal of Behavioral Education	1053-0819	1573-3513	1991	1	1	2016			http://link.springer.com/journal/10864			fulltext		Springer US	Serial							
10865	Journal of Behavioral Medicine	0160-7715	1573-3521	1978	1	1	2016			http://link.springer.com/journal/10865			fulltext		Springer US	Serial							
10818	Journal of Bioeconomics	1387-6996	1573-6989	2005	7	1	2016			http://link.springer.com/journal/10818			fulltext		Springer US	Serial							
10863	Journal of Bioenergetics and Biomembranes	0145-479X	1573-6881	1970	1	1	2016			http://link.springer.com/journal/10863			fulltext		Springer US	Serial							
10867	Journal of Biological Physics	0092-0606	1573-0689	1973	1	1	2016			http://link.springer.com/journal/10867			fulltext		Springer Netherlands	Serial							
11373	Journal of Biomedical Science	1021-7770	1423-0127	1993	1	1	1996		6	http://link.springer.com/journal/11373			fulltext		Springer Netherlands	Serial							
10858	Journal of Biomolecular NMR	0925-2738	1573-5001	1991	1	1	2016			http://link.springer.com/journal/10858			fulltext		Springer Netherlands	Serial							
12038	Journal of Biosciences	0250-5991	0973-7138	1978	87	1	2016			http://link.springer.com/journal/12038			fulltext		Springer India	Serial							
774	Journal of Bone and Mineral Metabolism	0914-8779	1435-5604	1988	6	1	2016			http://link.springer.com/journal/774			fulltext		Springer Japan	Serial							
10869	Journal of Business and Psychology	0889-3268	1573-353X	1986	1	1	2016			http://link.springer.com/journal/10869			fulltext		Springer US	Serial							
11573	Journal of Business Economics	0044-2372	1861-8928	2006	76	1	2016			http://link.springer.com/journal/11573			fulltext		Springer Berlin Heidelberg	Serial							
10551	Journal of Business Ethics	0167-4544	1573-0697	1982	1	1	2016			http://link.springer.com/journal/10551			fulltext		Springer Netherlands	Serial							
13187	Journal of Cancer Education	0885-8195	1543-0154	2007	22	1	2016			http://link.springer.com/journal/13187			fulltext		Springer US	Serial							
432	Journal of Cancer Research and Clinical Oncology	0171-5216	1432-1335	1904	1	1	2016			http://link.springer.com/journal/432			fulltext		Springer Berlin Heidelberg	Serial							
11771	Journal of Central South University	2095-2899	2227-5223	1994	1	1	2004	11	4	http://link.springer.com/journal/11771			fulltext		Central South University	Serial							
10870	Journal of Chemical Crystallography	1074-1542	1572-8854	1971	1	1	2016			http://link.springer.com/journal/10870			fulltext		Springer US	Serial							
10886	Journal of Chemical Ecology	0098-0331	1573-1561	1975	1	1	2016			http://link.springer.com/journal/10886			fulltext		Springer US	Serial							
12039	Journal of Chemical Sciences	0974-3626	0973-7103	1978	87	1	2016			http://link.springer.com/journal/12039			fulltext		Springer India	Serial							
40653	Journal of Child & Adolescent Trauma	1936-1521	1936-153X	2008	1	1	2016			http://link.springer.com/journal/40653			fulltext		Springer International Publishing	Serial							
10821	Journal of Child and Adolescent Group Therapy	1053-0800	1573-3467	1991	1	1	1996		4	http://link.springer.com/journal/10821			fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
10826	Journal of Child and Family Studies	1062-1024	1573-2843	1992	1	1	2016			http://link.springer.com/journal/10826			fulltext		Springer US	Serial							
357	Journal of Classification	0176-4268	1432-1343	1984	1	1	2016			http://link.springer.com/journal/357			fulltext		Springer US	Serial							
10875	Journal of Clinical Immunology	0271-9142	1573-2592	1981	1	1	2016			http://link.springer.com/journal/10875			fulltext		Springer US	Serial							
10877	Journal of Clinical Monitoring and Computing	1387-1307	1573-2614	1985	1	1	2016			http://link.springer.com/journal/10877			fulltext		Springer Netherlands	Serial							
10880	Journal of Clinical Psychology in Medical Settings	1068-9583	1573-3572	1994	1	1	2016			http://link.springer.com/journal/10880			fulltext		Springer US	Serial							
10876	Journal of Cluster Science	1040-7278	1572-8862	1990	1	1	2016			http://link.springer.com/journal/10876			fulltext		Springer US	Serial							
11852	Journal of Coastal Conservation	1400-0350	1874-7841	1995	1	1	2016			http://link.springer.com/journal/11852			fulltext		Springer Netherlands	Serial							
10878	Journal of Combinatorial Optimization	1382-6905	1573-2886	2005	9	1	2016			http://link.springer.com/journal/10878			fulltext		Springer US	Serial							
11487	Journal of Communications Technology and Electronics	1064-2269	1555-6557	2006	51	1	2016			http://link.springer.com/journal/11487			fulltext		Pleiades Publishing	Serial							
10900	Journal of Community Health	0094-5145	1573-3610	1975	1	1	2016			http://link.springer.com/journal/10900			fulltext		Springer US	Serial							
359	Journal of Comparative Physiology A	0340-7594	1432-1351	1924	2	1	2016			http://link.springer.com/journal/359			fulltext		Springer Berlin Heidelberg	Serial							
360	Journal of Comparative Physiology B	0174-1578	1432-136X	1984	154	1	2016			http://link.springer.com/journal/360			fulltext		Springer Berlin Heidelberg	Serial							
10825	Journal of Computational Electronics	1569-8025	1572-8137	2005	4	1	2016			http://link.springer.com/journal/10825			fulltext		Springer US	Serial							
10827	Journal of Computational Neuroscience	0929-5313	1573-6873	1994	1	1	2016			http://link.springer.com/journal/10827			fulltext		Springer US	Serial							
11488	Journal of Computer and Systems Sciences International	1064-2307	1555-6530	2006	45	1	2016			http://link.springer.com/journal/11488			fulltext		Pleiades Publishing	Serial							
11390	Journal of Computer Science and Technology	1000-9000	1860-4749	1986	1	1	2016			http://link.springer.com/journal/11390			fulltext		Springer US	Serial							
11416	Journal of Computer Virology and Hacking Techniques		2263-8733	2005	1	1	2016			http://link.springer.com/journal/11416			fulltext		Springer Paris	Serial							
10822	Journal of Computer-Aided Molecular Design	0920-654X	1573-4951	1987	1	1	2016			http://link.springer.com/journal/10822			fulltext		Springer International Publishing	Serial							
12528	Journal of Computing in Higher Education	1042-1726	1867-1233	1989	1	1	2004	16	1	http://link.springer.com/journal/12528			fulltext		Springer US	Serial							
10603	Journal of Consumer Policy	0168-7034	1573-0700	1977	1	2	2016			http://link.springer.com/journal/10603			fulltext		Springer US	Serial							
3	Journal of Consumer Protection and Food Safety	1661-5751	1661-5867	2006	1	1	2016			http://link.springer.com/journal/3			fulltext		Springer International Publishing	Serial							
11957	Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences)	1068-3623	1934-9416	2007	42	1	2016			http://link.springer.com/journal/11957			fulltext		Allerton Press	Serial							
10879	Journal of Contemporary Psychotherapy	0022-0116	1573-3564	1968	1	1	2016			http://link.springer.com/journal/10879			fulltext		Springer US	Serial							
10823	Journal of Cross-Cultural Gerontology	0169-3816	1573-0719	1986	1	1	2016			http://link.springer.com/journal/10823			fulltext		Springer US	Serial							
145	Journal of Cryptology	0933-2790	1432-1378	1988	1	1	2016			http://link.springer.com/journal/145			fulltext		Springer US	Serial							
10824	Journal of Cultural Economics	0885-2545	1573-6997	1977	1	1	2016			http://link.springer.com/journal/10824			fulltext		Springer US	Serial							
10882	Journal of Developmental and Physical Disabilities	1056-263X	1573-3580	1988	1	1	2016			http://link.springer.com/journal/10882			fulltext		Springer US	Serial							
10278	Journal of Digital Imaging	0897-1889	1618-727X	2005	18	2	2016			http://link.springer.com/journal/10278			fulltext		Springer International Publishing	Serial							
10883	Journal of Dynamical and Control Systems	1079-2724	1573-8698	1995	1	1	2016			http://link.springer.com/journal/10883			fulltext		Springer US	Serial							
10884	Journal of Dynamics and Differential Equations	1040-7294	1572-9222	1989	1	1	2016			http://link.springer.com/journal/10884			fulltext		Springer US	Serial							
12040	Journal of Earth System Science	0253-4126	0973-774X	1978	87	3	2016			http://link.springer.com/journal/12040			fulltext		Springer India	Serial							
10831	Journal of East Asian Linguistics	0925-8558	1572-8560	1992	1	1	2016			http://link.springer.com/journal/10831			fulltext		Springer Netherlands	Serial							
10887	Journal of Economic Growth	1381-4338	1573-7020	1996	1	1	2016			http://link.springer.com/journal/10887			fulltext		Springer US	Serial							
11403	Journal of Economic Interaction and Coordination	1860-711X	1860-7128	2006	1	1	2016			http://link.springer.com/journal/11403			fulltext		Springer Berlin Heidelberg	Serial							
712	Journal of Economics	0931-8658	1617-7134	1930	1	1	2016			http://link.springer.com/journal/712			fulltext		Springer Vienna	Serial							
10833	Journal of Educational Change	1389-2843	1573-1812	2005	6	1	2016			http://link.springer.com/journal/10833			fulltext		Springer Netherlands	Serial							
10659	Journal of Elasticity	0374-3535	1573-2681	1971	1	1	2016			http://link.springer.com/journal/10659			fulltext		Springer Netherlands	Serial							
10832	Journal of Electroceramics	1385-3449	1573-8663	2005	14	1	2016			http://link.springer.com/journal/10832			fulltext		Springer US	Serial							
11664	Journal of Electronic Materials	0361-5235	1543-186X	1972	1	1	2016			http://link.springer.com/journal/11664			fulltext		Springer US	Serial							
10836	Journal of Electronic Testing	0923-8174	1573-0727	1990	1	1	2016			http://link.springer.com/journal/10836			fulltext		Springer US	Serial							
13270	Journal of Elementary Science Education	1090-185X		1989	1	1	1996		4	http://link.springer.com/journal/13270			fulltext		Springer Netherlands	Serial							
40618	Journal of Endocrinological Investigation		1720-8386	1978	1	1	2016			http://link.springer.com/journal/40618			fulltext		Springer International Publishing	Serial							
10665	Journal of Engineering Mathematics	0022-0833	1573-2703	1967	8	1	2016			http://link.springer.com/journal/10665			fulltext		Springer Netherlands	Serial							
10891	Journal of Engineering Physics and Thermophysics	1062-0125	1573-871X	1965	8	1	2016			http://link.springer.com/journal/10891			fulltext		Springer US	Serial							
10164	Journal of Ethology	0289-0771	1439-5444	1983	1	1	2016			http://link.springer.com/journal/10164			fulltext		Springer Japan	Serial							
28	Journal of Evolution Equations	1424-3199	1424-3202	2005	5	1	2016			http://link.springer.com/journal/28			fulltext		Springer International Publishing	Serial							
191	Journal of Evolutionary Economics	0936-9937	1432-1386	1991	1	1	2016			http://link.springer.com/journal/191			fulltext		Springer Berlin Heidelberg	Serial							
11447	Journal of Experimental and Theoretical Physics	1063-7761	1090-6509	2005	100	1	2016			http://link.springer.com/journal/11447			fulltext		Pleiades Publishing	Serial							
11292	Journal of Experimental Criminology	1573-3750	1572-8315	2005	1	1	2016			http://link.springer.com/journal/11292			fulltext		Springer Netherlands	Serial							
10834	Journal of Family and Economic Issues	1058-0476	1573-3475	1978	1	1	2016			http://link.springer.com/journal/10834			fulltext		Springer US	Serial							
10896	Journal of Family Violence	0885-7482	1573-2851	1986	1	1	2016			http://link.springer.com/journal/10896			fulltext		Springer US	Serial							
10693	Journal of Financial Services Research	0920-8550	1573-0735	1987	1	1	2016			http://link.springer.com/journal/10693			fulltext		Springer US	Serial							
10895	Journal of Fluorescence	1053-0509	1573-4994	1991	1	1	2016			http://link.springer.com/journal/10895			fulltext		Springer US	Serial							
11694	Journal of Food Measurement and Characterization	2193-4126	2193-4134	2007	1	1	2016			http://link.springer.com/journal/11694			fulltext		Springer US	Serial							
13197	Journal of Food Science and Technology	0022-1155	0975-8402	2010	47	1	2016			http://link.springer.com/journal/13197			fulltext		Springer India	Serial							
10310	Journal of Forest Research	1341-6979	1610-7403	1996	1	1	2011	16	6	http://link.springer.com/journal/10310			fulltext		Springer Japan	Serial							
11676	Journal of Forestry Research	1007-662X	1993-0607	1990	1	1	2004	15	4	http://link.springer.com/journal/11676			fulltext		Springer Berlin Heidelberg	Serial							
41	Journal of Fourier Analysis and Applications	1069-5869	1531-5851	1968	102	1	2016			http://link.springer.com/journal/41			fulltext		Springer US	Serial							
10894	Journal of Fusion Energy	0164-0313	1572-9591	1981	1	1	2016			http://link.springer.com/journal/10894			fulltext		Springer US	Serial							
10899	Journal of Gambling Studies		1573-3602	1985	1	1	2016			http://link.springer.com/journal/10899			fulltext		Springer US	Serial							
535	Journal of Gastroenterology	0944-1174	1435-5922	1966	1	1	2016			http://link.springer.com/journal/535			fulltext		Springer Japan	Serial							
12029	Journal of Gastrointestinal Cancer	1941-6628	1941-6636	1986	1	1	2016			http://link.springer.com/journal/12029			fulltext		Springer US	Serial							
11605	Journal of Gastrointestinal Surgery	1091-255X	1873-4626	2005	9	1	2016			http://link.springer.com/journal/11605			fulltext		Springer US	Serial							
11606	Journal of General Internal Medicine	0884-8734	1525-1497	1986	1	1	2016			http://link.springer.com/journal/11606			fulltext		Springer US	Serial							
10327	Journal of General Plant Pathology	1345-2630	1610-739X	2005	71	1	2016			http://link.springer.com/journal/10327			fulltext		Springer Japan	Serial							
10897	Journal of Genetic Counseling	1059-7700	1573-3599	1992	1	1	2013			http://link.springer.com/journal/10897			fulltext		Springer US	Serial							
12041	Journal of Genetics	0022-1333	0973-7731	1910	1	1	2016			http://link.springer.com/journal/12041			fulltext		Springer India	Serial							
190	Journal of Geodesy	0949-7714	1432-1394	1995	70	1	2016			http://link.springer.com/journal/190			fulltext		Springer Berlin Heidelberg	Serial							
10109	Journal of Geographical Systems	1435-5930	1435-5949	2005	7	1	2016			http://link.springer.com/journal/10109			fulltext		Springer Berlin Heidelberg	Serial							
22	Journal of Geometry	0047-2468	1420-8997	1971	1	1	2016			http://link.springer.com/journal/22			fulltext		Springer International Publishing	Serial							
10898	Journal of Global Optimization	0925-5001	1573-2916	1991	1	1	2016			http://link.springer.com/journal/10898			fulltext		Springer US	Serial							
10723	Journal of Grid Computing	1570-7873	1572-9184	2005	2	4	2016			http://link.springer.com/journal/10723			fulltext		Springer Netherlands	Serial							
10902	Journal of Happiness Studies	1389-4978	1573-7780	2005	6	1	2016			http://link.springer.com/journal/10902			fulltext		Springer Netherlands	Serial							
136	Journal of Heat Treating	0190-9177		1980	1	1	1991	9	2	http://link.springer.com/journal/136			fulltext		Springer-Verlag	Serial							
12308	Journal of Hematopathology	1868-9256	1865-5785	2008	1	1	2016			http://link.springer.com/journal/12308			fulltext		Springer Berlin Heidelberg	Serial							
10732	Journal of Heuristics	1381-1231	1572-9397	1995	1	1	2016			http://link.springer.com/journal/10732			fulltext		Springer US	Serial							
10901	Journal of Housing and the Built Environment	1566-4910	1573-7772	1986	1	1	2016			http://link.springer.com/journal/10901			fulltext		Springer Netherlands	Serial							
11596	Journal of Huazhong University of Science and Technology [Medical Sciences]	1672-0733	1993-1352	1981	1	1	2004	24	6	http://link.springer.com/journal/11596			fulltext		Huazhong University of Science and Technology	Serial							
11489	Journal of Ichthyology	0032-9452	1555-6425	2006	46	1	2016			http://link.springer.com/journal/11489			fulltext		Pleiades Publishing	Serial							
10903	Journal of Immigrant and Minority Health	1557-1912	1557-1920	2005	7	1	2016			http://link.springer.com/journal/10903			fulltext		Springer US	Serial							
10847	Journal of Inclusion Phenomena and Macrocyclic Chemistry	1388-3127	1573-1111	1983	1	1	2016			http://link.springer.com/journal/10847			fulltext		Springer Netherlands	Serial							
10781	Journal of Indian Philosophy	0022-1791	1573-0395	1970	1	1	2016			http://link.springer.com/journal/10781			fulltext		Springer Netherlands	Serial							
10295	Journal of Industrial Microbiology & Biotechnology	1367-5435	1476-5535	1986	1	1	2015			http://link.springer.com/journal/10295			fulltext		Springer Berlin Heidelberg	Serial							
10762	Journal of Infrared, Millimeter, and Terahertz Waves	1866-6892	1866-6906	1980	1	1	2016			http://link.springer.com/journal/10762			fulltext		Springer US	Serial							
10545	Journal of Inherited Metabolic Disease	0141-8955	1573-2665	1978	1	1	2013			http://link.springer.com/journal/10545			fulltext		Springer Netherlands	Serial							
10904	Journal of Inorganic and Organometallic Polymers and Materials	1574-1443	1574-1451	1991	1	1	2016			http://link.springer.com/journal/10904			fulltext		Springer US	Serial							
10905	Journal of Insect Behavior	0892-7553	1572-8889	1988	1	1	2016			http://link.springer.com/journal/10905			fulltext		Springer US	Serial							
10841	Journal of Insect Conservation	1366-638X	1572-9753	2005	9	1	2016			http://link.springer.com/journal/10841			fulltext		Springer International Publishing	Serial							
12384	Journal of instructional development	0162-2641		1978	1	1	1988	11	4	http://link.springer.com/journal/12384			fulltext		Springer-Verlag	Serial							
10846	Journal of Intelligent & Robotic Systems	0921-0296	1573-0409	1988	1	1	2016			http://link.springer.com/journal/10846			fulltext		Springer Netherlands	Serial							
10844	Journal of Intelligent Information Systems	0925-9902	1573-7675	1992	1	1	2016			http://link.springer.com/journal/10844			fulltext		Springer US	Serial							
10845	Journal of Intelligent Manufacturing	0956-5515	1572-8145	1990	1	1	2016			http://link.springer.com/journal/10845			fulltext		Springer US	Serial							
10843	Journal of International Entrepreneurship	1570-7385	1573-7349	2005	3	1	2016			http://link.springer.com/journal/10843			fulltext		Springer US	Serial							
12134	Journal of International Migration and Integration	1488-3473	1874-6365	2005	6	2	2016			http://link.springer.com/journal/12134			fulltext		Springer Netherlands	Serial							
10840	Journal of Interventional Cardiac Electrophysiology	1383-875X	1572-8595	2005	12	1	2016			http://link.springer.com/journal/10840			fulltext		Springer US	Serial							
12122	Journal of Labor Research	0195-3613	1936-4768	1980	1	1	2016			http://link.springer.com/journal/12122			fulltext		Springer US	Serial							
10849	Journal of Logic, Language and Information	0925-8531	1572-9583	1992	1	1	2016			http://link.springer.com/journal/10849			fulltext		Springer Netherlands	Serial							
10909	Journal of Low Temperature Physics	0022-2291	1573-7357	1969	1	1	2016			http://link.springer.com/journal/10909			fulltext		Springer US	Serial							
10914	Journal of Mammalian Evolution	1064-7554	1573-7055	1993	1	1	2016			http://link.springer.com/journal/10914			fulltext		Springer US	Serial							
10911	Journal of Mammary Gland Biology and Neoplasia	1083-3021	1573-7039	1996	1	1	2016			http://link.springer.com/journal/10911			fulltext		Springer US	Serial							
10997	Journal of Management & Governance	1385-3457	1572-963X	2005	9	1	2016			http://link.springer.com/journal/10997			fulltext		Springer US	Serial							
187	Journal of Management Control	2191-4761	2191-477X	2005	16	2	2016			http://link.springer.com/journal/187			fulltext		Springer Berlin Heidelberg	Serial							
773	Journal of Marine Science and Technology	0948-4280	1437-8213	1995	1	1	2016			http://link.springer.com/journal/773			fulltext		Springer Japan	Serial							
11457	Journal of Maritime Archaeology	1557-2285	1557-2293	2006	1	1	2016			http://link.springer.com/journal/11457			fulltext		Springer US	Serial							
10163	Journal of Material Cycles and Waste Management	1438-4957	1611-8227	2005	7	1	2016			http://link.springer.com/journal/10163			fulltext		Springer Japan	Serial							
135	Journal of Materials Engineering	0931-7058		1987	9	1	1991	13	4	http://link.springer.com/journal/135			fulltext		Springer-Verlag	Serial							
11665	Journal of Materials Engineering and Performance	1059-9495	1544-1024	1992	1	1	2016			http://link.springer.com/journal/11665			fulltext		Springer US	Serial							
12386	Journal of Materials for Energy Systems	0162-9719		1979	1	1	1986	8	4	http://link.springer.com/journal/12386			fulltext		Springer-Verlag	Serial							
10853	Journal of Materials Science	0022-2461	1573-4803	1966	1	1	2016			http://link.springer.com/journal/10853			fulltext		Springer US	Serial							
10855	Journal of Materials Science Letters	0261-8028	1573-4811	1982	1	1	1996		24	http://link.springer.com/journal/10855			fulltext		Kluwer Academic Publishers	Serial							
10854	Journal of Materials Science: Materials in Electronics	0957-4522	1573-482X	1990	1	1	2016			http://link.springer.com/journal/10854			fulltext		Springer US	Serial							
10856	Journal of Materials Science: Materials in Medicine	0957-4530	1573-4838	1990	1	1	2015			http://link.springer.com/journal/10856			fulltext		Springer US	Serial							
499	Journal of Materials Shaping Technology	0931-704X		1987	5	1	1991	9	4	http://link.springer.com/journal/499			fulltext		Springer-Verlag	Serial							
285	Journal of Mathematical Biology	0303-6812	1432-1416	1974	1	1	2016			http://link.springer.com/journal/285			fulltext		Springer Berlin Heidelberg	Serial							
10910	Journal of Mathematical Chemistry	0259-9791	1572-8897	1987	1	1	2016			http://link.springer.com/journal/10910			fulltext		Springer International Publishing	Serial							
21	Journal of Mathematical Fluid Mechanics	1422-6928	1422-6952	2005	7	1	2016			http://link.springer.com/journal/21			fulltext		Springer International Publishing	Serial							
10851	Journal of Mathematical Imaging and Vision	0924-9907	1573-7683	1992	1	1	2016			http://link.springer.com/journal/10851			fulltext		Springer US	Serial							
10958	Journal of Mathematical Sciences	1072-3374	1573-8795	1973	1	1	2016			http://link.springer.com/journal/10958			fulltext		Springer US	Serial							
10857	Journal of Mathematics Teacher Education	1386-4416	1573-1820	2005	8	1	2016			http://link.springer.com/journal/10857			fulltext		Springer Netherlands	Serial							
12206	Journal of Mechanical Science and Technology	1738-494X	1976-3824	1987	1	1	2004	18	12	http://link.springer.com/journal/12206			fulltext		Korean Society of Steel Construction	Serial							
10912	Journal of Medical Humanities	1041-3545	1573-3645	1980	2	1	2016			http://link.springer.com/journal/10912			fulltext		Springer US	Serial							
10916	Journal of Medical Systems	0148-5598	1573-689X	1977	1	1	2016			http://link.springer.com/journal/10916			fulltext		Springer US	Serial							
13181	Journal of Medical Toxicology	1556-9039	1937-6995	2005	1	1	2016			http://link.springer.com/journal/13181			fulltext		Springer US	Serial							
10396	Journal of Medical Ultrasonics	1346-4523	1613-2254	2005	32	1	2016			http://link.springer.com/journal/10396			fulltext		Springer Japan	Serial							
12275	Journal of Microbiology	1225-8873	1976-3794	2008	46	1	2016			http://link.springer.com/journal/12275			fulltext		The Microbiological Society of Korea	Serial							
10913	Journal of Mining Science	1062-7391	1573-8736	1965	1	1	2016			http://link.springer.com/journal/10913			fulltext		Pleiades Publishing	Serial							
239	Journal of Molecular Evolution	0022-2844	1432-1432	1971	1	1	2016			http://link.springer.com/journal/239			fulltext		Springer US	Serial							
10735	Journal of Molecular Histology	1567-2379	1567-2387	1968	1	1	2016			http://link.springer.com/journal/10735			fulltext		Springer Netherlands	Serial							
109	Journal of Molecular Medicine	0946-2716	1432-1440	1922	1	3	2016			http://link.springer.com/journal/109			fulltext		Springer Berlin Heidelberg	Serial							
894	Journal of Molecular Modeling	1610-2940	0948-5023	1995	1	1	2016			http://link.springer.com/journal/894			fulltext		Springer Berlin Heidelberg	Serial							
12031	Journal of Molecular Neuroscience	0895-8696	1559-1166	1989	1	1	2016			http://link.springer.com/journal/12031			fulltext		Springer US	Serial							
10974	Journal of Muscle Research and Cell Motility	0142-4319	1573-2657	1980	1	1	2016			http://link.springer.com/journal/10974			fulltext		Springer International Publishing	Serial							
11051	Journal of Nanoparticle Research	1388-0764	1572-896X	2005	7	1	2016			http://link.springer.com/journal/11051			fulltext		Springer Netherlands	Serial							
11418	Journal of Natural Medicines	1340-3443	1861-0293	2006	60	1	2016			http://link.springer.com/journal/11418			fulltext		Springer Japan	Serial							
10922	Journal of Network and Systems Management	1064-7570	1573-7705	1993	1	1	2016			http://link.springer.com/journal/10922			fulltext		Springer US	Serial							
702	Journal of Neural Transmission	0300-9564	1435-1463	1950	1	1	2016			http://link.springer.com/journal/702			fulltext		Springer Vienna	Serial							
722	Journal of Neural Transmission - Parkinson's Disease and Dementia Section	0936-3076	1435-1463	1989	1	1	1995	10	2	http://link.springer.com/journal/722			fulltext		Springer-Verlag	Serial							
11481	Journal of Neuroimmune Pharmacology	1557-1890	1557-1904	2006	1	1	2016			http://link.springer.com/journal/11481			fulltext		Springer US	Serial							
415	Journal of Neurology	0340-5354	1432-1459	1891	1	1	2016			http://link.springer.com/journal/415			fulltext		Springer Berlin Heidelberg	Serial							
11060	Journal of Neuro-Oncology	0167-594X	1573-7373	1983	1	1	2016			http://link.springer.com/journal/11060			fulltext		Springer US	Serial							
13365	Journal of NeuroVirology	1355-0284	1538-2443	2005	11	1	2016			http://link.springer.com/journal/13365			fulltext		Springer International Publishing	Serial							
10921	Journal of Nondestructive Evaluation	0195-9298	1573-4862	1980	1	1	2016			http://link.springer.com/journal/10921			fulltext		Springer US	Serial							
332	Journal of Nonlinear Science	0938-8974	1432-1467	1991	1	1	2016			http://link.springer.com/journal/332			fulltext		Springer US	Serial							
10919	Journal of Nonverbal Behavior	0191-5886	1573-3653	1976	1	1	2016			http://link.springer.com/journal/10919			fulltext		Springer US	Serial							
12350	Journal of Nuclear Cardiology	1071-3581	1532-6551	1994	1	2	2016			http://link.springer.com/journal/12350			fulltext		Springer US	Serial							
10926	Journal of Occupational Rehabilitation	1053-0487	1573-3688	1991	1	1	2016			http://link.springer.com/journal/10926			fulltext		Springer US	Serial							
10872	Journal of Oceanography	0916-8370	1573-868X	1970	26	1	2016			http://link.springer.com/journal/10872			fulltext		Springer Japan	Serial							
11746	Journal of oil and fat industries	0095-9774		1924	1	1	1926	3	12	http://link.springer.com/journal/11746			fulltext		Springer Berlin Heidelberg	Serial							
