Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
tlp,Theory and Practice of Logic Programming,1471-0684,1475-3081,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tlp,549,2001,1,2015,15
tma,"Numerical Mathematics: Theory, Methods and Applications",1004-8979,2079-7338,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tma,145,2011,4,2015,8
tra,Transactions of the Royal Asiatic Society of Great Britain and Ireland,0950-4737,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tra,142,1827,1,1834,3
tre,Transactions of the Royal Society of Edinburgh,0080-4568,1473-7116,Royal Society of Edinburgh Scotland Foundation,http://journals.cambridge.org/action/displayJournal?jid=tre,3987,1788,1,2015,106
tri,Theatre Research International,0307-8833,1474-0672,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tri,2973,1975,1,2015,40
trn,TRaNS: Trans -Regional and -National Studies of Southeast Asia,2051-364X,2051-3658,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=trn,68,2013,1,2015,3
tro,Journal of Tropical Ecology,0266-4674,1469-7831,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tro,2471,1985,1,2015,31
tsy,Theatre Survey,0040-5574,1475-4533,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tsy,1904,1960,1,2015,56
uhy,Urban History,0963-9268,1469-8706,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=uhy,2943,1974,1,2015,42
uti,Utilitas,0953-8208,1741-6183,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=uti,1127,1989,1,2015,27
vlc,Victorian Literature and Culture,1060-1503,1470-1553,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=vlc,1058,1973,1,2015,43
vns,Visual Neuroscience,0952-5238,1469-8714,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=vns,2542,1988,1,2015,32
wpo,World Politics,0043-8871,1086-3338,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=wpo,2345,1948,1,2015,67
wps,World's Poultry Science Journal,0043-9339,1743-4777,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=wps,2915,1945,1,2015,71
wpt,Wireless Power Transfer,,2052-8418,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=wpt,30,2014,1,2015,2
wtr,World Trade Review,1474-7456,1475-3138,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=wtr,656,2002,1,2015,14
xps,Journal of Experimental Political Science,2052-2630,2052-2649,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=xps,41,2014,1,2015,2
zyg,Zygote,0967-1994,1469-8730,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=zyg,1234,1993,1,2015,23
