springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
446,Distributed Computing,1432-0452,0178-2770,598,1986.0,2016.0,31,0.0
11949,Applied Solar Energy,1934-9424,0003-701X,595,2007.0,2015.0,9,0.0
11477,Geology of Ore Deposits,1555-6476,1075-7015,592,2006.0,2015.0,10,0.0
12433,Dth,1875-6824,0167-238X,590,1992.0,2011.0,20,0.0
11047,Natural Computing,1572-9796,1567-7818,589,2002.0,2015.0,14,0.0
10664,Empirical Software Engineering,1573-7616,1382-3256,588,1996.0,2016.0,21,0.0
40368,European Archives of Paediatric Dentistry,1996-9805,1818-6300,588,2006.0,2015.0,10,0.0
450,Informatik Forschung und Entwicklung,1865-2042,0178-3564,587,1995.0,2015.0,21,0.0
11119,Precision Agriculture,1573-1618,1385-2256,587,1999.0,2016.0,17,1.0
12404,Journal of Coal Science and Engineering (China),1866-6566,1006-9097,587,2008.0,2013.0,6,0.0
12439,Tijdschrift voor Gerontologie en Geriatrie,1875-6832,0167-9228,586,2005.0,2015.0,11,0.0
11686,Acta Parasitologica,1896-1851,1230-2821,584,2006.0,2014.0,9,0.0
10883,Journal of Dynamical and Control Systems,1573-8698,1079-2724,583,1995.0,2016.0,22,0.0
10602,Constitutional Political Economy,1572-9966,1043-4062,582,1990.0,2016.0,27,0.0
11599,International Journal of Anthropology,1824-3096,0393-9383,582,1986.0,2006.0,20,1.0
12605,Atmospheric and Oceanic Optics,2070-0393,1024-8560,582,2009.0,2015.0,7,0.0
10729,Health Care Management Science,1572-9389,1386-9620,580,1998.0,2015.0,18,0.0
10991,Liverpool Law Review,1572-8625,0144-932X,580,1979.0,2015.0,36,1.0
13593,Agronomy for Sustainable Development,1773-0155,1774-0746,580,2007.0,2016.0,10,0.0
10308,Asia Europe Journal,1612-1031,1610-2932,579,2003.0,2016.0,14,0.0
11712,Dao,1569-7274,1540-3009,579,2001.0,2015.0,15,0.0
451,Forum der Psychoanalyse,1437-0751,0178-7667,577,1998.0,2015.0,18,0.0
10618,Data Mining and Knowledge Discovery,1573-756X,1384-5810,577,1997.0,2016.0,20,0.0
12132,Urban Forum,1874-6330,1015-3802,576,1990.0,2016.0,27,0.0
4,Nexus Network Journal,1522-4600,1590-5896,575,1999.0,2015.0,17,0.0
10465,American Journal of Dance Therapy,1573-3262,0146-3721,575,1977.0,2015.0,38,1.0
10238,Clinical and Experimental Medicine,1591-9528,1591-8890,574,2001.0,2016.0,16,0.0
10795,Irrigation and Drainage Systems,1573-0654,0168-6291,574,1986.0,2011.0,26,0.0
11469,International Journal of Mental Health and Addiction,1557-1882,1557-1874,572,2006.0,2016.0,11,0.0
12288,Indian Journal of Hematology and Blood Transfusion,0974-0449,0971-4502,571,2007.0,2016.0,10,0.0
13341,Annales françaises de médecine d'urgence,2108-6591,2108-6524,568,2011.0,2016.0,6,0.0
10732,Journal of Heuristics,1572-9397,1381-1231,567,1995.0,2016.0,22,0.0
10691,Feminist Legal Studies,1572-8455,0966-3622,566,1993.0,2015.0,23,0.0
10951,Journal of Scheduling,1099-1425,1094-6136,566,2003.0,2016.0,14,0.0
40804,European Business Organization Law Review,1741-6205,1566-7529,565,2000.0,2015.0,16,0.0
11101,Phytochemistry Reviews,1572-980X,1568-7767,563,2002.0,2016.0,15,0.0
10333,Paddy and Water Environment,1611-2504,1611-2490,562,2003.0,2016.0,14,0.0
12632,Bijzijn XL,2213-4565,2211-6524,562,2012.0,2016.0,5,0.0
40315,Computational Methods and Function Theory,2195-3724,1617-9447,562,2001.0,2016.0,15,1.0
10703,Formal Methods in System Design,1572-8102,0925-9856,561,1992.0,2015.0,24,0.0
12110,Human Nature,1936-4776,1045-6767,561,1990.0,2016.0,27,0.0
12467,Nederlands Tijdschrift voor Diabetologie,1876-6242,1567-2743,560,2011.0,2015.0,5,0.0
11785,Complex Analysis and Operator Theory,1661-8262,1661-8254,559,2007.0,2016.0,10,0.0
12157,Journal Africain d'Hépato-Gastroentérologie,1954-3212,1954-3204,558,2007.0,2016.0,10,0.0
10699,Foundations of Science,1572-8471,1233-1821,556,1995.0,2015.0,20,1.0
11142,Review of Accounting Studies,1573-7136,1380-6653,554,1996.0,2016.0,21,0.0
11704,Frontiers of Computer Science,1673-7466,2095-2228,554,2007.0,2016.0,10,0.0
13394,Mathematics Education Research Journal,2211-050X,1033-2170,553,1989.0,2015.0,27,0.0
11950,Automatic Control and Computer Sciences,1558-108X,0146-4116,552,2007.0,2015.0,9,0.0
608,Pädiatrie & Pädologie,1613-7558,0030-9338,551,2007.0,2016.0,10,0.0
12017,NeuroMolecular Medicine,1559-1174,1535-1084,551,2002.0,2016.0,15,0.0
10516,Axiomathes,1572-8390,1122-1151,547,1993.0,2015.0,23,0.0
11708,Frontiers of Energy and Power Engineering in China,1673-7504,1673-7393,546,2007.0,2015.0,9,0.0
11609,Berliner Journal für Soziologie,1862-2593,0863-1808,545,2000.0,2015.0,16,0.0
12254,memo - Magazine of European Medical Oncology,1865-5076,1865-5041,545,2008.0,2015.0,8,0.0
12111,Journal of African American Studies,1936-4741,1559-1646,544,1995.0,2016.0,22,0.0
11194,Sexual Abuse: A Journal of Research and Treatment,1573-286X,1079-0632,543,1988.0,2007.0,19,1.0
11754,Journal of Applied and Industrial Mathematics,1990-4797,1990-4789,543,2007.0,2015.0,9,0.0
12143,Forum for Social Economics,1874-6381,0736-0932,543,1971.0,2011.0,38,3.0
12468,Nederlands Tijdschrift voor Evidence Based Practice,1876-8806,1572-2082,542,2004.0,2015.0,12,0.0
11302,Purinergic Signalling,1573-9546,1573-9538,541,2004.0,2016.0,13,0.0
12519,World Journal of Pediatrics,1867-0687,1708-8569,541,2008.0,2016.0,9,0.0
12565,Anatomical Science International,1447-073X,1447-6959,540,2002.0,2016.0,15,0.0
13188,Inorganic Materials: Applied Research,2075-115X,2075-1133,540,2010.0,2015.0,6,0.0
10776,International Journal of Wireless Information Networks,1572-8129,1068-9605,539,1994.0,2015.0,22,0.0
11967,Moscow University Chemistry Bulletin,1935-0260,0027-1314,536,2007.0,2015.0,9,0.0
12549,Senckenbergiana lethaea,1867-1608,0037-2110,536,1996.0,2015.0,19,1.0
13253,"Journal of Agricultural, Biological, and Environmental Statistics",1537-2693,1085-7117,535,2001.0,2016.0,16,0.0
13752,Biological Theory,1555-5550,1555-5542,535,2006.0,2015.0,9,1.0
10505,Archives and Museum Informatics,1573-7500,1042-1467,534,1987.0,1999.0,13,0.0
10111,"Cognition, Technology & Work",1435-5566,1435-5558,533,1999.0,2016.0,18,0.0
10772,International Journal of Speech Technology,1572-8110,1381-2416,533,1995.0,2016.0,21,1.0
11154,Reviews in Endocrine and Metabolic Disorders,1573-2606,1389-9155,533,2000.0,2015.0,16,0.0
11770,Applied Geophysics,1993-0658,1672-7975,532,2004.0,2015.0,12,0.0
10590,Machine Translation,1573-0573,0922-6567,529,1986.0,2015.0,30,0.0
12260,Polymer Science Series D,1995-4220,1995-4212,529,2008.0,2015.0,8,0.0
10804,Journal of Adult Development,1573-3440,1068-0667,528,1994.0,2016.0,23,0.0
10914,Journal of Mammalian Evolution,1573-7055,1064-7554,528,1993.0,2016.0,23,1.0
11956,Cytology and Genetics,1934-9440,0095-4527,528,2007.0,2016.0,10,0.0
12012,Cardiovascular Toxicology,1559-0259,1530-7905,528,2001.0,2016.0,16,0.0
10696,International Journal of Flexible Manufacturing Systems,1572-9370,0920-6299,527,1988.0,2016.0,29,0.0
11701,Journal of Robotic Surgery,1863-2491,1863-2483,527,2007.0,2015.0,9,0.0
10227,Journal of Cutaneous Medicine and Surgery: Incorporating Medical and Surgical Dermatology,1615-7109,1203-4754,525,2001.0,2005.0,5,0.0
10652,Environmental Fluid Mechanics,1573-1510,1567-7419,525,2001.0,2016.0,16,0.0
10270,Software & Systems Modeling,1619-1374,1619-1366,524,2002.0,2016.0,15,0.0
12263,Genes & Nutrition,1865-3499,1555-8932,524,2006.0,2015.0,10,0.0
12380,"Applied Scientific Research, Section B",,0365-7140,522,1950.0,1965.0,13,3.0
21,Journal of Mathematical Fluid Mechanics,1422-6952,1422-6928,521,1999.0,2016.0,18,0.0
11614,Österreichische Zeitschrift für Soziologie,1862-2585,1011-0070,521,2001.0,2015.0,15,0.0
12052,Evolution: Education and Outreach,1936-6434,1936-6426,521,2008.0,2016.0,9,0.0
12279,The Chemist’s Section of the Cotton Oil Press,,0095-9774,520,1920.0,1924.0,5,0.0
12250,Virologica Sinica,1995-820X,1674-0769,517,2007.0,2015.0,9,0.0
10599,Compositio Mathematica,1570-5846,0010-437X,516,1997.0,2003.0,7,0.0
10993,Language Policy,1573-1863,1568-4555,515,2002.0,2016.0,15,0.0
12500,Tijdschrift voor VerpleeghuisGeneeskunde,1875-6875,1386-1514,513,2005.0,2010.0,6,0.0
780,Finance and Stochastics,1432-1122,0949-2984,512,1996.0,2016.0,21,0.0
10014,Brain Tumor Pathology,1861-387X,1433-7398,512,1997.0,2016.0,20,0.0
11707,Frontiers of Earth Science,1673-7490,2095-0195,512,2007.0,2016.0,10,0.0
10997,Journal of Management & Governance,1572-963X,1385-3457,511,1997.0,2016.0,20,0.0
11158,Res Publica,1572-8692,1356-4765,511,1995.0,2015.0,21,0.0
28,Journal of Evolution Equations,1424-3202,1424-3199,510,2001.0,2015.0,15,0.0
10606,Computer Supported Cooperative Work (CSCW),1573-7551,0925-9724,509,1992.0,2015.0,24,0.0
11097,Phenomenology and the Cognitive Sciences,1572-8676,1568-7759,509,2002.0,2015.0,14,0.0
11218,Social Psychology of Education,1573-1928,1381-2890,508,1996.0,2015.0,20,0.0
12245,International Journal of Emergency Medicine,1865-1380,1865-1372,508,2008.0,2016.0,9,0.0
10498,Aquatic Geochemistry,1573-1421,1380-6165,507,1995.0,2016.0,22,0.0
11706,Frontiers of Materials Science in China,1673-7482,1673-7377,507,2007.0,2016.0,10,0.0
12200,Frontiers of Optoelectronics in China,1674-4594,1674-4128,507,2008.0,2015.0,8,0.0
10676,Ethics and Information Technology,1572-8439,1388-1957,506,1999.0,2015.0,17,0.0
12571,Food Security,1876-4525,1876-4517,506,2009.0,2015.0,7,0.0
11420,HSS Journal,1556-3324,1556-3316,504,2005.0,2016.0,12,0.0
11970,Moscow University Mathematics Bulletin,1934-8444,0027-1322,504,2007.0,2015.0,9,0.0
12397,Contemporary Jewry,1876-5165,0147-1694,504,1974.0,2015.0,37,5.0
12526,Marine Biodiversity,1867-1624,1867-1616,502,1996.0,2015.0,18,2.0
5,Archivum Immunologiae et Therapiae Experimentalis,1661-4917,0004-069X,500,2006.0,2016.0,11,0.0
10871,Journal of Career Development,1573-3548,0894-8453,500,1986.0,2005.0,20,0.0
12119,Sexuality & Culture,1936-4822,1095-5143,500,2000.0,2016.0,17,0.0
11122,Problems of Information Transmission,1608-3253,0032-9460,499,2001.0,2015.0,15,0.0
11155,Reliable Computing,1573-1340,1385-3139,499,1995.0,2007.0,13,0.0
11280,World Wide Web,1573-1413,1386-145X,499,1998.0,2016.0,19,0.0
11961,Journal of Superhard Materials,1934-9408,1063-4576,499,2007.0,2015.0,9,0.0
12627,The Dublin Journal of Medical Science,1863-4362,0790-231X,499,1836.0,1845.0,10,0.0
163,Research in Engineering Design,1435-6066,0934-9839,498,1989.0,2016.0,28,0.0
10612,Critical Criminology,1572-9877,1205-8629,498,1989.0,2015.0,25,2.0
11065,Neuropsychology Review,1573-6660,1040-7308,498,1990.0,2015.0,25,1.0
145,Journal of Cryptology,1432-1378,0933-2790,496,1988.0,2016.0,29,0.0
11553,Prävention und Gesundheitsförderung,1861-6763,1861-6755,494,2006.0,2016.0,11,0.0
11958,Journal of Contemporary Physics (Armenian Academy of Sciences),1934-9378,1068-3372,493,2007.0,2015.0,9,0.0
10743,Husserl Studies,1572-8501,0167-9848,492,1984.0,2015.0,32,0.0
11620,Zeitschrift für Psychodrama und Soziometrie,1862-2526,1619-5507,492,2002.0,2015.0,14,0.0
12449,Jeugd en Co,1876-6080,1873-9164,492,2012.0,2016.0,5,0.0
10240,Publications Mathématiques de l'Institut des Hautes Études Scientifiques,1618-1913,0073-8301,491,1959.0,2015.0,57,0.0
11460,Frontiers of Electrical and Electronic Engineering in China,1673-3584,1673-3460,491,2006.0,2012.0,7,0.0
12501,Verslaving,1875-7073,1574-1842,491,2005.0,2015.0,11,0.0
10458,Autonomous Agents and Multi-Agent Systems,1573-7454,1387-2532,489,1998.0,2016.0,19,0.0
12399,Zeitschrift für Außen- und Sicherheitspolitik,1866-2196,1866-2188,489,2008.0,2016.0,9,0.0
11825,medizinische genetik,1863-5490,0936-5931,488,2007.0,2015.0,9,0.0
13760,Acta Neurologica Belgica,2240-2993,0300-9009,488,2012.0,2015.0,4,0.0
10388,Esophagus,1612-9067,1612-9059,487,2003.0,2016.0,14,0.0
11897,Current Heart Failure Reports,1546-9549,1546-9530,485,2004.0,2016.0,13,0.0
12167,Surface Coatings International Part B: Coatings Transactions,1935-3804,1476-4865,485,1997.0,2006.0,10,0.0
10626,Discrete Event Dynamic Systems,1573-7594,0924-6703,484,1991.0,2015.0,25,0.0
12546,Journal of Population Research,1835-9469,1443-2447,483,1984.0,2015.0,32,0.0
13629,Tijdschrift voor Urologie,2211-4718,2211-3037,482,2011.0,2016.0,6,0.0
12181,Der Kardiologe,1864-9726,1864-9718,481,2007.0,2015.0,9,0.0
12608,Mathematical Models and Computer Simulations,2070-0490,2070-0482,481,2009.0,2016.0,8,0.0
12521,International journal of clinical monitoring and computing,,0167-9945,480,1984.0,1996.0,13,0.0
10833,Journal of Educational Change,1573-1812,1389-2843,475,2000.0,2016.0,17,0.0
11690,Obésité,1951-6002,1951-5995,475,2006.0,2015.0,10,0.0
11969,Moscow University Geology Bulletin,1934-8436,0145-8752,475,2007.0,2015.0,9,0.0
12009,Annals of Ophthalmology,1558-9951,1530-4086,475,2000.0,2007.0,8,0.0
498,"Mathematics of Control, Signals and Systems",1435-568X,0932-4194,473,1988.0,2016.0,29,0.0
10209,Universal Access in the Information Society,1615-5297,1615-5289,472,2001.0,2015.0,15,0.0
10857,Journal of Mathematics Teacher Education,1573-1820,1386-4416,470,1998.0,2016.0,19,0.0
11503,Russian Journal of Mathematical Physics,1555-6638,1061-9208,470,2006.0,2015.0,10,0.0
274,Carlsberg Research Communications,,0105-1938,469,1976.0,1989.0,14,0.0
11366,Journal of Chinese Political Science,1874-6357,1080-6954,469,1995.0,2015.0,20,1.0
10437,African Archaeological Review,1572-9842,0263-0338,467,1983.0,2015.0,32,1.0
10203,Rivista di matematica per le scienze economiche e sociali,1129-6569,1593-8883,466,1978.0,2015.0,38,0.0
11914,Current Osteoporosis Reports,1544-2241,1544-1873,466,2003.0,2015.0,13,0.0
12357,Bulletin géodésique,1432-1394,0007-4632,466,1924.0,1942.0,16,3.0
11709,Frontiers of Architecture and Civil Engineering in China,1673-7512,1673-7407,464,2007.0,2016.0,10,0.0
10201,Limnology,1439-863X,1439-8621,463,2000.0,2016.0,17,0.0
11300,Transition Studies Review,1614-4015,1614-4007,463,2004.0,2013.0,10,0.0
11506,Stratigraphy and Geological Correlation,1555-6263,0869-5938,463,2006.0,2016.0,11,0.0
11827,Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology,1990-7494,1990-7478,463,2007.0,2015.0,9,0.0
11962,Journal of Water Chemistry and Technology,1934-936X,1063-455X,463,2007.0,2015.0,9,0.0
13126,Hellenic Journal of Surgery,1868-8845,0018-0092,462,2010.0,2015.0,6,0.0
40195,Acta Metallurgica Sinica (English Letters),2194-1289,1006-7191,462,2013.0,2016.0,4,0.0
10761,International Journal of Historical Archaeology,1573-7748,1092-7697,461,1997.0,2016.0,20,0.0
40258,Applied Health Economics and Health Policy,1179-1896,1175-5652,461,2004.0,2016.0,12,1.0
10683,Experimental Economics,1573-6938,1386-4157,460,1998.0,2016.0,19,0.0
12212,Inland Water Biology,1995-0837,1995-0829,460,2008.0,2015.0,8,0.0
11757,"Forensische Psychiatrie, Psychologie, Kriminologie",1862-7080,1862-7072,459,2007.0,2015.0,9,0.0
16,Physics in Perspective,1422-6960,1422-6944,458,1999.0,2016.0,18,0.0
11764,Journal of Cancer Survivorship,1932-2267,1932-2259,458,2007.0,2016.0,10,0.0
11772,Opto-Electronics Review,1896-3757,1230-3402,458,2006.0,2014.0,9,0.0
11984,Scientific and Technical Information Processing,1934-8118,0147-6882,457,2007.0,2015.0,9,0.0
11828,Biochemistry (Moscow) Supplement Series B: Biomedical Chemistry,1990-7516,1990-7508,456,2007.0,2015.0,9,0.0
11839,Psycho-Oncologie,1778-381X,1778-3798,456,2007.0,2015.0,9,0.0
11896,Journal of Police and Criminal Psychology,1936-6469,0882-0783,456,1985.0,2015.0,31,0.0
10055,Virtual Reality,1434-9957,1359-4338,454,1995.0,2016.0,20,2.0
10791,Information Retrieval,1573-7659,1386-4564,453,1999.0,2016.0,18,0.0
10892,The Journal of Ethics,1572-8609,1382-4554,452,1997.0,2015.0,19,0.0
13244,Insights into Imaging,1869-4101,,451,2010.0,2016.0,7,0.0
12596,Journal of Optics,0974-6900,0972-8821,449,2000.0,2015.0,16,0.0
12671,Mindfulness,1868-8535,1868-8527,449,2010.0,2016.0,7,0.0
11043,Mechanics of Time-Dependent Materials,1573-2738,1385-2000,448,1997.0,2015.0,19,0.0
12639,Journal of Parasitic Diseases,0975-0703,0971-7196,447,2009.0,2015.0,7,0.0
12612,Les cahiers de l'année gérontologique,1760-5350,1760-5342,446,2009.0,2015.0,7,0.0
12147,Gender Issues,1936-4717,1098-092X,445,1980.0,2016.0,34,3.0
15,Swiss Journal of Geosciences,1661-8734,1661-8726,444,2004.0,2015.0,12,0.0
11904,Current HIV/AIDS Reports,1548-3576,1548-3568,444,2004.0,2015.0,12,0.0
40670,Medical Science Educator,2156-8650,,444,2011.0,2015.0,5,0.0
12492,Supervisie en Coaching,1876-5521,1572-0306,443,2000.0,2011.0,12,0.0
11081,Optimization and Engineering,1573-2924,1389-4420,441,2000.0,2016.0,17,0.0
12410,Current Cardiovascular Imaging Reports,1941-9074,1941-9066,441,2008.0,2016.0,9,0.0
791,Computing and Visualization in Science,1433-0369,1432-9360,440,1997.0,2015.0,18,1.0
12649,Waste and Biomass Valorization,1877-265X,1877-2641,440,2010.0,2016.0,7,0.0
29,Selecta Mathematica,1420-9020,1022-1824,437,1995.0,2016.0,22,0.0
11819,Regular and Chaotic Dynamics,1468-4845,1560-3547,435,2007.0,2016.0,10,0.0
12306,MUSCULOSKELETAL SURGERY,2035-5114,2035-5106,435,2008.0,2015.0,8,0.0
40769,Annali di Matematica Pura ed Applicata (1867-1897),0373-3114,,435,1867.0,1897.0,25,6.0
12483,Psychologie en Gezondheid,1876-8741,1873-1791,434,2005.0,2011.0,7,0.0
13314,Australasian Plant Disease Notes,1448-6032,1833-928X,434,2006.0,2016.0,11,0.0
40286,Pharmaceutical & Diagnostic Innovation,2230-6048,1176-3469,434,2001.0,2006.0,6,0.0
40011,"Proceedings of the National Academy of Sciences, India Section B: Biological Sciences",2250-1746,0369-8211,432,2012.0,2015.0,4,0.0
13204,Applied Nanoscience,2190-5517,2190-5509,431,2011.0,2016.0,6,0.0
740,Wiener klinisches Magazin,1613-7817,1869-1757,430,2009.0,2016.0,8,0.0
11072,Nonlinear Oscillations,1536-0059,1562-3076,430,2002.0,2012.0,11,0.0
11115,Public Organization Review,1573-7098,1566-7170,430,2001.0,2016.0,16,0.0
40319,IIC - International Review of Intellectual Property and Competition Law,2195-0237,0018-9855,429,2013.0,2016.0,4,0.0
12975,Translational Stroke Research,1868-601X,1868-4483,428,2010.0,2016.0,7,0.0
11884,Current Bladder Dysfunction Reports,1931-7220,1931-7212,426,2006.0,2015.0,10,0.0
11632,Forestry Studies in China,1993-0372,1008-1321,423,2004.0,2013.0,10,0.0
11678,Obere Extremität,1862-6602,1862-6599,423,2006.0,2015.0,10,0.0
12195,Cellular and Molecular Bioengineering,1865-5033,1865-5025,423,2008.0,2016.0,9,0.0
12528,Journal of Computing in Higher Education,1867-1233,1042-1726,423,1989.0,2015.0,27,0.0
766,Requirements Engineering,1432-010X,0947-3602,422,1996.0,2016.0,21,0.0
12522,Reproductive Medicine and Biology,1447-0578,1445-5781,422,2002.0,2016.0,15,0.0
13594,Dairy Science & Technology,1958-5594,1958-5586,422,2008.0,2016.0,9,0.0
13580,"Horticulture, Environment, and Biotechnology",2211-3460,2211-3452,421,2011.0,2015.0,5,0.0
10515,Automated Software Engineering,1573-7535,0928-8910,420,1994.0,2016.0,23,0.0
11888,Current Colorectal Cancer Reports,1556-3804,1556-3790,420,2005.0,2015.0,11,0.0
12642,der markt,1867-8882,0025-3863,419,1990.0,2012.0,23,0.0
13149,Bulletin de la Société de pathologie exotique,1961-9049,0037-9085,419,2010.0,2016.0,7,0.0
11483,Food Biophysics,1557-1866,1557-1858,418,2006.0,2016.0,11,0.0
11658,Cellular & Molecular Biology Letters,1689-1392,1425-8153,417,2006.0,2014.0,9,0.0
11901,Current Hepatitis Reports,1541-0706,1540-3416,417,2002.0,2015.0,14,0.0
10784,"International Environmental Agreements: Politics, Law and Economics",1573-1553,1567-9764,416,2001.0,2016.0,16,0.0
11257,User Modeling and User-Adapted Interaction,1573-1391,0924-1868,416,1991.0,2015.0,25,0.0
11703,Frontiers of Agriculture in China,1673-744X,1673-7334,416,2007.0,2011.0,5,0.0
13726,Iranian Polymer Journal,1735-5265,1026-1265,416,2012.0,2016.0,5,0.0
11157,Reviews in Environmental Science and Bio/Technology,1572-9826,1569-1705,415,2002.0,2016.0,15,0.0
10032,International Journal on Document Analysis and Recognition (IJDAR),1433-2825,1433-2833,414,1998.0,2016.0,19,0.0
10601,Constraints,1572-9354,1383-7133,414,1996.0,2016.0,21,0.0
13193,Indian Journal of Surgical Oncology,0976-6952,0975-7651,414,2010.0,2015.0,6,0.0
11842,Small-scale Forestry,1873-7854,1873-7617,412,2002.0,2015.0,14,0.0
40009,National Academy Science Letters,2250-1754,0250-541X,411,2012.0,2016.0,5,0.0
10537,Biotherapy,1573-8280,0921-299X,410,1989.0,1998.0,9,1.0
10619,Distributed and Parallel Databases,1573-7578,0926-8782,410,1993.0,2016.0,24,0.0
10978,Law and Critique,1572-8617,0957-8536,410,1990.0,2015.0,26,0.0
11720,Russian Journal of Pacific Geology,1819-7159,1819-7140,410,2007.0,2016.0,10,0.0
11829,Arthropod-Plant Interactions,1872-8847,1872-8855,410,2007.0,2016.0,10,0.0
12021,Neuroinformatics,1559-0089,1539-2791,410,2003.0,2016.0,14,0.0
12267,Gravitation and Cosmology,1995-0721,0202-2893,410,2008.0,2015.0,8,0.0
12298,Physiology and Molecular Biology of Plants,0974-0430,0971-5894,410,2008.0,2015.0,8,0.0
12576,The Journal of Physiological Sciences,1880-6562,1880-6546,410,2009.0,2016.0,8,0.0
10793,Interface Science,1573-2746,0927-7056,409,1993.0,2004.0,12,0.0
37,computational complexity,1420-8954,1016-3328,408,1991.0,2016.0,25,1.0
11710,Neurochemical Journal,1819-7132,1819-7124,408,2007.0,2015.0,9,0.0
11080,Open Systems & Information Dynamics,1573-1324,1230-1612,407,1992.0,2007.0,15,1.0
11458,Frontiers of Chemistry in China,1673-3614,1673-3495,407,2006.0,2011.0,6,0.0
11687,Helminthologia,1336-9083,0440-6605,407,2006.0,2014.0,9,0.0
10707,GeoInformatica,1573-7624,1384-6175,406,1997.0,2016.0,20,0.0
12019,Comprehensive Therapy,1559-1190,0098-8243,406,1999.0,2007.0,9,0.0
12506,Nederlands Tijdschrift voor Traumatologie,1876-5505,0929-8622,405,2007.0,2016.0,10,0.0
10990,Higher-Order and Symbolic Computation,1573-0557,1388-3690,404,1988.0,2012.0,25,0.0
40699,European Journal of Dermatology,1952-4013,,404,2014.0,2015.0,2,0.0
12202,Lobachevskii Journal of Mathematics,1818-9962,1995-0802,403,2008.0,2016.0,9,0.0
10266,Odontology,1618-1255,1618-1247,402,1997.0,2016.0,19,1.0
10690,Asia-Pacific Financial Markets,1573-6946,1387-2834,402,1994.0,2015.0,22,0.0
11575,Management International Review,1861-8901,0938-8249,401,2006.0,2016.0,11,0.0
13218,KI - Künstliche Intelligenz,1610-1987,0933-1875,401,2010.0,2016.0,7,0.0
10343,Gesunde Pflanzen,1439-0345,0367-4223,398,2002.0,2015.0,14,0.0
10710,Genetic Programming and Evolvable Machines,1573-7632,1389-2576,397,2000.0,2015.0,16,0.0
11899,Current Hematologic Malignancy Reports,1558-822X,1558-8211,397,2006.0,2015.0,10,0.0
10563,Catalysis Surveys from Asia,1574-9266,1571-1013,396,1997.0,2016.0,20,0.0
10698,Foundations of Chemistry,1572-8463,1386-4238,396,1999.0,2015.0,17,0.0
10058,Review of Economic Design,1434-4750,1434-4742,395,1994.0,2016.0,22,1.0
10588,Computational & Mathematical Organization Theory,1572-9346,1381-298X,394,1995.0,2016.0,22,0.0
11067,Networks and Spatial Economics,1572-9427,1566-113X,394,2001.0,2015.0,15,0.0
12599,Business & Information Systems Engineering,1867-0202,2363-7005,394,2009.0,2016.0,8,0.0
10723,Journal of Grid Computing,1572-9184,1570-7873,392,2003.0,2015.0,13,0.0
11365,International Entrepreneurship and Management Journal,1555-1938,1554-7191,391,2005.0,2016.0,12,0.0
11523,Targeted Oncology,1776-260X,1776-2596,390,2006.0,2016.0,11,0.0
11578,Leviathan,1861-8588,0340-0425,390,2000.0,2011.0,12,0.0
10100,Central European Journal of Operations Research,1613-9178,1435-246X,389,2006.0,2016.0,11,0.0
739,Psychopraxis,1613-7590,1434-1883,388,2008.0,2016.0,9,0.0
10687,Extremes,1572-915X,1386-1999,388,1998.0,2016.0,19,0.0
12003,International Journal of Self-Propagating High-Temperature Synthesis,1934-788X,1061-3862,388,2007.0,2015.0,9,0.0
715,Stomatologie,1613-7698,0946-3151,387,2007.0,2015.0,9,0.0
11408,Financial Markets and Portfolio Management,1555-497X,1555-4961,387,2001.0,2015.0,15,0.0
12285,Der MKG-Chirurg,1865-9667,1865-9659,387,2008.0,2016.0,9,0.0
13178,Sexuality Research and Social Policy,1553-6610,1868-9884,387,2004.0,2016.0,13,0.0
10109,Journal of Geographical Systems,1435-5949,1435-5930,386,1999.0,2016.0,18,0.0
11482,Applied Research in Quality of Life,1871-2576,1871-2584,386,2006.0,2016.0,11,0.0
13205,3 Biotech,2190-5738,2190-572X,386,2011.0,2016.0,6,0.0
13199,Symbiosis,1878-7665,0334-5114,385,2009.0,2015.0,7,0.0
10019,Material Research Innovations,1433-075X,1432-8917,383,1997.0,2003.0,7,0.0
12558,Journal Africain du Cancer / African Journal of Cancer,1965-0825,1965-0817,381,2009.0,2015.0,7,0.0
13191,The Journal of Indian Prosthodontic Society,1998-4057,0972-4052,381,2010.0,2014.0,5,0.0
444,Reproduktionsmedizin,1434-808X,1434-6931,379,1998.0,2003.0,6,0.0
10506,Artificial Intelligence and Law,1572-8382,0924-8463,378,1992.0,2015.0,23,1.0
13355,Applied Entomology and Zoology,1347-605X,0003-6862,378,2011.0,2016.0,6,0.0
11518,Journal of Systems Science and Systems Engineering,1861-9576,1004-3756,377,2003.0,2015.0,13,0.0
12136,Acta Analytica,1874-6349,0353-5150,377,2002.0,2016.0,15,0.0
13296,International Journal of Steel Structures,2093-6311,1598-2351,377,2009.0,2015.0,7,0.0
722,Journal of Neural Transmission - Parkinson's Disease and Dementia Section,1435-1463,0936-3076,376,1989.0,1995.0,7,0.0
10288,4OR,1614-2411,1619-4500,376,2003.0,2015.0,13,0.0
11784,Journal of Fixed Point Theory and Applications,1661-7746,1661-7738,376,2007.0,2015.0,9,0.0
12290,European View,1865-5831,1781-6858,376,2007.0,2015.0,9,0.0
13577,Human Cell,1749-0774,0914-7470,376,2002.0,2016.0,15,0.0
