PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONL	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
Review of Middle East Economics and Finance	1475-3685	1475-3693	2003-01-01	1	1	2021-12-20	17	3	https://www.degruyter.com/openurl?genre=journal&issn=1475-3693		1475-3693		fulltext	Online	De Gruyter	serial								P
Review of Network Economics	2194-5993	1446-9022	2002-01-01	1	1	2021-04-20	20	4	https://www.degruyter.com/openurl?genre=journal&issn=1446-9022		1446-9022		fulltext	Online	De Gruyter	serial								P
Reviews in Analytical Chemistry	0793-0135	2191-0189	1980-04-20	4	April	2021-12-15	40	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0189		2191-0189		fulltext	Online	De Gruyter	serial								F
Reviews in Chemical Engineering	0167-8299	2191-0235	1982-01-01	1	Juni	2021-11-20	37	8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0235		2191-0235		fulltext	Online	De Gruyter	serial								P
Reviews in Inorganic Chemistry	0193-4929	2191-0227	1985-10-01	7	Okt	2021-12-15	41	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0227		2191-0227		fulltext	Online	De Gruyter	serial								P
Reviews in the Neurosciences	0334-1763	2191-0200	1987-04-01	1	April	2021-12-20	32	8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0200		2191-0200		fulltext	Online	De Gruyter	serial								P
Reviews on Environmental Health	0048-7554	2191-0308	1986-01-01	6	1/4	2021-12-15	36	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0308		2191-0308		fulltext	Online	De Gruyter	serial								P
Rhetorik	0720-5775	1865-9160	1980-01-01	1	1	2021-11-15		40	https://www.degruyter.com/openurl?genre=journal&issn=1865-9160		1865-9160		fulltext	Online	De Gruyter	yearbook								P
Rhizomata	2196-5102	2196-5110	2013-04-20	1	1	2021-10-27	9	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-5110		2196-5110		fulltext	Online	De Gruyter	serial								P
Romanische Bibliographie	0080-388X	1865-9055	2005-01-01		2005	2021-12-30		137 (2021)	https://www.degruyter.com/openurl?genre=journal&issn=1865-9055		1865-9055		fulltext	Online	De Gruyter	yearbook								P
Romanistisches Jahrbuch	0080-3898	1613-0413	1948-01-01		1	2021-11-15		72	https://www.degruyter.com/openurl?genre=journal&issn=1613-0413		1613-0413		fulltext	Online	De Gruyter	yearbook								P
Russian Journal of Numerical Analysis and Mathematical Modelling	0927-6467	1569-3988	1986-01-01	1	1	2021-12-19	36	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3988		1569-3988		fulltext	Online	De Gruyter	serial								P
SATS	1600-1974	1869-7577	2000-05-01	1	1	2021-11-18	22	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-7577		1869-7577		fulltext	Online	De Gruyter	serial								P
Science and Engineering of Composite Materials 	0792-1233	2191-0359	1988-01-01	1	1	2021-01-15	28	1	https://www.degruyter.com/openurl?genre=journal&issn=2191-0359		2191-0359		fulltext	Online	De Gruyter	serial								F
Scientia Poetica	1431-5041	1868-9418	2010-06-20		14	2021-11-15		25	https://www.degruyter.com/openurl?genre=journal&issn=1868-9418		1868-9418		fulltext	Online	De Gruyter	yearbook								P
Semiotica	0037-1998	1613-3692	1969-01-01		1	2021-11-20		243	https://www.degruyter.com/openurl?genre=journal&issn=1613-3692		1613-3692		fulltext	Online	De Gruyter Mouton	serial								F
Sociolinguistica	0933-1883	1865-939X	1987-01-01		1	2021-11-15		35	https://www.degruyter.com/openurl?genre=journal&issn=1865-939X		1865-939X		fulltext	Online	De Gruyter	serial								P
Soziologische Revue	0343-4109	2196-7024	1978-03-20	1	1	2021-10-30	44	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7024		2196-7024		fulltext	Online	Oldenbourg Wissenschaftsverlag	serial								F
Statistical Applications in Genetics and Molecular Biology	2194-6302	1544-6115	2002-05-01	1	1	2021-12-20	20	4-6	https://www.degruyter.com/openurl?genre=journal&issn=1544-6115		1544-6115		fulltext	Online	De Gruyter	serial								P
Statistical Communications in Infectious Diseases	2194-6310	1948-4690	2009-06-01	1	1	2021-12-31	13	1	https://www.degruyter.com/openurl?genre=journal&issn=1948-4690		1948-4690		fulltext	Online	De Gruyter	serial								P
Statistics & Risk Modeling	2193-1402	2196-7040	1982-04-20	1	2	2021-07-20	38	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7040		2196-7040		fulltext	Online	De Gruyter (A)	serial								P
Statistics, Politics and Policy 	2194-6299	2151-7509	2010-01-01	1	1	2021-12-20	12	2	https://www.degruyter.com/openurl?genre=journal&issn=2151-7509		2151-7509		fulltext	Online	De Gruyter	serial								P
Stochastics and Quality Control 	2367-2390	2367-2404	2001-04-01	16	1	2021-12-30	36	2	https://www.degruyter.com/openurl?genre=journal&issn=2367-2404		2367-2404		fulltext	Online	De Gruyter	serial								P
Studies in Ethics, Law, and Technology	2194-6280	1941-6008	2007-12-01	1	1	2013-04-01	7	1	https://www.degruyter.com/openurl?genre=journal&issn=1941-6008		1941-6008		fulltext	CEASED !	De Gruyter	serial								P
Studies in Nonlinear Dynamics & Econometrics	1081-1826	1558-3708	1996-04-01	1	1	2021-12-28	25	5	https://www.degruyter.com/openurl?genre=journal&issn=1558-3708		1558-3708		fulltext	Online	De Gruyter	serial								P
STUF - Language Typology and Universals	1867-8319	2196-7148	1948-06-20		1-2	2021-09-20	74	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7148		2196-7148		fulltext	Online	De Gruyter (A)	serial								P
Text & Talk	1860-7330	1860-7349	1981-01-01	1	1	2021-10-20	41	5-6	https://www.degruyter.com/openurl?genre=journal&issn=1860-7349		1860-7349		fulltext	Online	De Gruyter Mouton	serial								P
The African Book Publishing Record	0306-0322	1865-8717	1975-01-01	1	1	2021-12-15	47	4	https://www.degruyter.com/openurl?genre=journal&issn=1865-8717		1865-8717		fulltext	Online	De Gruyter Saur	serial								P
The B.E. Journal of Economic Analysis & Policy	2194-6108	1935-1682	2001-11-01	1	1	2021-10-20	21	4	https://www.degruyter.com/openurl?genre=journal&issn=1935-1682		1935-1682		fulltext	Online	De Gruyter	serial								P
The B.E. Journal of Macroeconomics	2194-6116	1935-1690	2001-11-01	1	1	2021-06-20	21	2	https://www.degruyter.com/openurl?genre=journal&issn=1935-1690		1935-1690		fulltext	Online	De Gruyter	serial								P
The B.E. Journal of Theoretical Economics	2194-6124	1935-1704	2001-01-01	1	1	2021-06-15	21	2	https://www.degruyter.com/openurl?genre=journal&issn=1935-1704		1935-1704		fulltext	Online	De Gruyter	serial								P
The Economists’ Voice	2194-6167	1553-3832	2004-01-01	1	1	2021-12-15	18	1	https://www.degruyter.com/openurl?genre=journal&issn=1553-3832		1553-3832		fulltext	Online	De Gruyter	serial								P
The Forum	2194-6183	1540-8884	2002-05-21	1 (2002-2003)	1	2021-12-30	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1540-8884		1540-8884		fulltext	Online	De Gruyter	serial								P
The Linguistic Review	0167-6318	1613-3676	1981-01-01	1	1	2021-11-28	38	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-3676		1613-3676		fulltext	Online	De Gruyter Mouton	serial								P
Theoretical Inquiries in Law	1565-1509	1565-3404	2000-01-01	1	1	2021-07-01	22	2	https://www.degruyter.com/openurl?genre=journal&issn=1565-3404		1565-3404		fulltext	Online	De Gruyter	serial								P
Theoretical Linguistics	0301-4428	1613-4060	1974-01-01	1	Jan	2021-10-15	47	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1613-4060		1613-4060		fulltext	Online	De Gruyter Mouton	serial								P
tm - Technisches Messen	0171-8096	2196-7113	1931-12-20		1-12	2021-12-15	88	12	https://www.degruyter.com/openurl?genre=journal&issn=2196-7113		2196-7113		fulltext	Online	Oldenbourg Wissenschaftsverlag	serial								P
Trends in Classics	1866-7473	1866-7481	2009-05-20	1	1	2021-11-15	13	2	https://www.degruyter.com/openurl?genre=journal&issn=1866-7481		1866-7481		fulltext	Online	De Gruyter	serial								P
UmsatzsteuerRundschau	0341-8669	2194-4180	2005-01-15	54	1	2021-12-20	70	24	https://www.degruyter.com/openurl?genre=journal&issn=2194-4180		2194-4180		fulltext	Online	Verlag Dr. Otto Schmidt	serial								P
Verkündigung und Forschung	0342-2410	2198-0454	1940-03-14	1	1	2021-09-09	66	2	https://www.degruyter.com/openurl?genre=journal&issn=2198-0454		2198-0454		fulltext	Online	Gütersloher Verlagshaus	serial								P
Vierteljahrshefte für Zeitgeschichte	0042-5702	2196-7121	2005-03-15	53	1	2021-09-20	69	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7121		2196-7121		fulltext	Online	De Gruyter Oldenbourg	serial								P
Wittgenstein-Studien	1868-7431	1868-7458	2010-01-01	1	1	2021-04-15		12	https://www.degruyter.com/openurl?genre=journal&issn=1868-7458		1868-7458		fulltext	Online	De Gruyter	yearbook								P
World Political Science	2363-4774	2363-4782	2005-03-20	1	1	2019-10-20	15	2	https://www.degruyter.com/openurl?genre=journal&issn=2363-4782		2363-4782		fulltext	CEASED !	De Gruyter	serial								P
Yearbook for European Jewish Literature Studies	2196-6249	2196-6257	2014-03-15		1	2021-10-20		8	https://www.degruyter.com/openurl?genre=journal&issn=2196-6257		2196-6257		fulltext	Online	De Gruyter	yearbook								P
Yearbook of Phraseology	1868-632X	1868-6338	2010-01-01		1	2021-11-15		12	https://www.degruyter.com/openurl?genre=journal&issn=1868-6338		1868-6338		fulltext	Online	De Gruyter	yearbook								P
Yearbook of the German Cognitive Linguistics Association	2197-2788	2197-2796	2013-12-20		1	2021-05-20		9	https://www.degruyter.com/openurl?genre=journal&issn=2197-2796		2197-2796		fulltext	Online	De Gruyter Mouton	yearbook								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Germanistische Abteilung	0323-4045	2304-4861	1861-08-20	I	1	2021-06-20	138	1	https://www.degruyter.com/openurl?genre=journal&issn=2304-4861		2304-4861		fulltext	Online	De Gruyter	serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Kanonistische Abteilung	0323-4142	2304-4896	1911-06-20	1	1	2021-07-20		107	https://www.degruyter.com/openurl?genre=journal&issn=2304-4896		2304-4896		fulltext	Online	De Gruyter	serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Romanistische Abteilung	0323-4096	2304-4934	1881-08-20	1	1	2021-07-20		138	https://www.degruyter.com/openurl?genre=journal&issn=2304-4934		2304-4934		fulltext	Online	De Gruyter	serial								P
Zeitschrift für Ägyptische Sprache und Altertumskunde	0044-216X	2196-713X	1863-06-20		1	2021-11-20	148	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-713X		2196-713X		fulltext	Online	De Gruyter (A)	serial								P
Zeitschrift für Angewandte Linguistik	1433-9889	2190-0191	2010-07-15		52	2021-09-20		75	https://www.degruyter.com/openurl?genre=journal&issn=2190-0191		2190-0191		fulltext	Online	De Gruyter Mouton	serial								P
Zeitschrift für Anglistik und Amerikanistik	0044-2305	2196-4726	2004-01-15	52	1	2021-12-15	69	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-4726		2196-4726		fulltext	Online	De Gruyter	serial								P
Zeitschrift für Antikes Christentum / Journal of Ancient Christianity	0949-9571	1612-961X	1997-01-01	1	1	2021-12-30	25	3	https://www.degruyter.com/openurl?genre=journal&issn=1612-961X		1612-961X		fulltext	Online	De Gruyter	serial								P
Zeitschrift für Assyriologie und Vorderasiatische Archäologie     	0084-5299	1613-1150	1886-01-01	1	Jan	2021-12-12	111	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-1150		1613-1150		fulltext	Online	De Gruyter	serial								P
Zeitschrift für celtische Philologie	0084-5302	1865-889X	1897-06-20		1	2021-11-15		68	https://www.degruyter.com/openurl?genre=journal&issn=1865-889X		1865-889X		fulltext	Online	De Gruyter	yearbook								P
Zeitschrift für das Privatrecht der Europäischen Union	2364-7205	2364-7213	2003-10-24	1	1	2021-12-15	18	6	https://www.degruyter.com/openurl?genre=journal&issn=2364-7213		2364-7213		fulltext	Online	Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für die alttestamentliche Wissenschaft	0044-2526	1613-0103	1881-01-01	1	Jan	2021-12-12	133	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-0103		1613-0103		fulltext	Online	De Gruyter	serial								P
Zeitschrift für die gesamte Strafrechtswissenschaft      	0084-5310	1612-703X	1882-01-01	1	Jan	2021-12-31	133	4	https://www.degruyter.com/openurl?genre=journal&issn=1612-703X		1612-703X		fulltext	Online	De Gruyter	serial								P
Zeitschrift für die neutestamentliche Wissenschaft 	0044-2615	1613-009X	1900-01-01	1	Jan	2021-08-20	112	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-009X		1613-009X		fulltext	Online	De Gruyter	serial								P
Zeitschrift für Evangelische Ethik	0044-2674	2197-912X	1957-02-15	1	1	2021-10-07	65	4	https://www.degruyter.com/openurl?genre=journal&issn=2197-912X		2197-912X		fulltext	Online	Gütersloher Verlagshaus	serial								P
Zeitschrift für germanistische Linguistik	0301-3294	1613-0626	1973-01-01	1	1	2021-12-20	49	3	https://www.degruyter.com/openurl?genre=journal&issn=1613-0626		1613-0626		fulltext	Online	De Gruyter	serial								P
Zeitschrift für interkulturelle Germanistik	1869-3660	2198-0330	2010-07-31	1	1	2021-12-30	12	2	https://www.degruyter.com/openurl?genre=journal&issn=2198-0330		2198-0330		fulltext	Online	transcript Verlag	serial								F
Zeitschrift für Konfliktmanagement	1439-2127	2194-4210	2005-02-15	8	1	2021-12-15	24	6	https://www.degruyter.com/openurl?genre=journal&issn=2194-4210		2194-4210		fulltext	Online	Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für Kristallographie - Crystalline Materials 	2194-4946	2196-7105	1877-06-20		1	2021-12-20	236	11-12	https://www.degruyter.com/openurl?genre=journal&issn=2196-7105		2196-7105		fulltext	Online	De Gruyter (O)	serial								P
Zeitschrift für kritische Sozialtheorie und Philosophie	2194-5632	2194-5640	2014-04-15	1	1	2018-10-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-5640		2194-5640		fulltext	CEASED !	De Gruyter	serial								P
Zeitschrift für Physikalische Chemie	0942-9352	2196-7156	1883-01-15		11	2021-12-15	235	12	https://www.degruyter.com/openurl?genre=journal&issn=2196-7156		2196-7156		fulltext	Online	De Gruyter (O)	serial								P
Zeitschrift für Religionswissenschaft	0943-8610	2194-508X	1993-06-20	1	1	2021-10-20	29	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-508X		2194-508X		fulltext	Online	De Gruyter	serial								P
Zeitschrift für romanische Philologie	0049-8661	1865-9063	1877-01-01	1	1	2021-11-29	137	4	https://www.degruyter.com/openurl?genre=journal&issn=1865-9063		1865-9063		fulltext	Online	De Gruyter	serial								P
Zeitschrift für Slawistik	0044-3506	2196-7016	1956-06-20	1	1-4	2021-11-28	66	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-7016		2196-7016		fulltext	Online	De Gruyter (A)	serial								P
Zeitschrift für Sprachwissenschaft	0721-9067	1613-3706	1982-01-01	1	1	2021-11-29	40	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-3706		1613-3706		fulltext	Online	De Gruyter	serial								F
Zeitschrift für Unternehmens- und Gesellschaftsrecht	0340-2479	1612-7048	1972-01-01	1	1	2021-12-20	50	6	https://www.degruyter.com/openurl?genre=journal&issn=1612-7048		1612-7048		fulltext	Online	De Gruyter	serial								P
ZfK - Zeitschrift für Kulturwissenschaften	2197-9103	2197-9111	2007-09-30	1	1	2021-10-30	15	2	https://www.degruyter.com/openurl?genre=journal&issn=2197-9111		2197-9111		fulltext	CEASED !	transcript Verlag	serial								P
