Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
rom,Papers of the British School at Rome,0068-2462,2045-239X,Cambridge University Press,http://www.cambridge.org/core/product/identifier/rom/type/JOURNAL,1311,1902,1,2015,83
rop,The Review of Politics,0034-6705,1748-6858,Cambridge University Press,http://www.cambridge.org/core/product/identifier/rop/type/JOURNAL,6153,1939,1,2015,77
rsl,The Review of Symbolic Logic,1755-0203,1755-0211,Cambridge University Press,http://www.cambridge.org/core/product/identifier/rsl/type/JOURNAL,323,2008,1,2015,8
ruh,Rural History,0956-7933,1474-0656,Cambridge University Press,http://www.cambridge.org/core/product/identifier/ruh/type/JOURNAL,682,1990,1,2015,26
sam,Journal of the Society for American Music,1752-1963,1752-1971,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sam/type/JOURNAL,518,2007,1,2015,9
sap,Studies in American Political Development,0898-588X,1469-8692,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sap/type/JOURNAL,404,1986,1,2015,29
sea,Journal of Southeast Asian Studies,0022-4634,1474-0680,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sea/type/JOURNAL,3113,1970,1,2015,46
seh,Journal of Southeast Asian History,0217-7811,,Cambridge University Press,http://www.cambridge.org/core/product/identifier/seh/type/JOURNAL,508,1960,1,1969,10
sic,Science in Context,0269-8897,1474-0664,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sic/type/JOURNAL,858,1987,1,2015,28
sip,APSIPA Transactions on Signal and Information Processing,,2048-7703,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sip/type/JOURNAL,52,2012,1,2015,4
sjp,The Spanish journal of psychology,1138-7416,1988-2904,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sjp/type/JOURNAL,1051,1998,1,2015,18
sjt,Scottish Journal of Theology,0036-9306,1475-3065,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sjt/type/JOURNAL,6683,1948,1,2015,68
sla,Studies in Second Language Acquisition,0272-2631,1470-1545,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sla/type/JOURNAL,2555,1978,1,2015,37
soy,Social Philosophy and Policy,0265-0525,1471-6437,Cambridge University Press,http://www.cambridge.org/core/product/identifier/soy/type/JOURNAL,832,1983,1,2015,32
spp,South Pacific Journal of Psychology,0257-5434,,Cambridge University Press,http://www.cambridge.org/core/product/identifier/spp/type/JOURNAL,186,1984,1,2005,16
sps,Social Policy and Society,1474-7464,1475-3073,Cambridge University Press,http://www.cambridge.org/core/product/identifier/sps/type/JOURNAL,779,2002,1,2015,14
ssr,Seed Science Research,0960-2585,1475-2735,Cambridge University Press,http://www.cambridge.org/core/product/identifier/ssr/type/JOURNAL,1073,1991,1,2015,25
tam,The Americas,0003-1615,1533-6247,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tam/type/JOURNAL,8977,2009,66,2015,72
tce,The Canadian Entomologist,0008-347X,1918-3240,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tce/type/JOURNAL,15870,1868,1,2015,147
tcm,twentieth-century music,1478-5722,1478-5730,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tcm/type/JOURNAL,251,2004,1,2015,12
tel,Transnational Environmental Law,2047-1025,2047-1033,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tel/type/JOURNAL,122,2012,1,2015,4
tem,Tempo,0040-2982,1478-2286,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tem/type/JOURNAL,3773,1939,57,2015,69
tfa,Transactions of the Faculty of Actuaries,0071-3686,,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tfa/type/JOURNAL,1004,1903,1,1992,44
thc,International Journal of Technology Assessment in Health Care,0266-4623,1471-6348,Cambridge University Press,http://www.cambridge.org/core/product/identifier/thc/type/JOURNAL,2776,1985,1,2015,31
thg,Twin Research and Human Genetics,1832-4274,1839-2628,Cambridge University Press,http://www.cambridge.org/core/product/identifier/thg/type/JOURNAL,1621,1998,1,2015,18
thi,Think,1477-1756,1755-1196,Cambridge University Press,http://www.cambridge.org/core/product/identifier/thi/type/JOURNAL,639,2002,1,2015,14
tlp,Theory and Practice of Logic Programming,1471-0684,1475-3081,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tlp/type/JOURNAL,529,2001,1,2015,15
tma,"Numerical Mathematics: Theory, Methods and Applications",1004-8979,2079-7338,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tma/type/JOURNAL,145,2011,4,2015,8
tra,Transactions of the Royal Asiatic Society of Great Britain and Ireland,0950-4737,,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tra/type/JOURNAL,142,1827,1,1834,3
tre,Transactions of the Royal Society of Edinburgh,0080-4568,1473-7116,Royal Society of Edinburgh Scotland Foundation,http://www.cambridge.org/core/product/identifier/tre/type/JOURNAL,3987,1788,1,2015,106
tri,Theatre Research International,0307-8833,1474-0672,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tri/type/JOURNAL,2906,1975,1,2015,40
trn,TRaNS: Trans -Regional and -National Studies of Southeast Asia,2051-364X,2051-3658,Cambridge University Press,http://www.cambridge.org/core/product/identifier/trn/type/JOURNAL,68,2013,1,2015,3
tro,Journal of Tropical Ecology,0266-4674,1469-7831,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tro/type/JOURNAL,2400,1985,1,2015,31
tsy,Theatre Survey,0040-5574,1475-4533,Cambridge University Press,http://www.cambridge.org/core/product/identifier/tsy/type/JOURNAL,1904,1960,1,2015,56
uhy,Urban History,0963-9268,1469-8706,Cambridge University Press,http://www.cambridge.org/core/product/identifier/uhy/type/JOURNAL,2894,1974,1,2015,42
uti,Utilitas,0953-8208,1741-6183,Cambridge University Press,http://www.cambridge.org/core/product/identifier/uti/type/JOURNAL,1127,1989,1,2015,27
vlc,Victorian Literature and Culture,1060-1503,1470-1553,Cambridge University Press,http://www.cambridge.org/core/product/identifier/vlc/type/JOURNAL,1058,1973,1,2015,43
vns,Visual Neuroscience,0952-5238,1469-8714,Cambridge University Press,http://www.cambridge.org/core/product/identifier/vns/type/JOURNAL,2542,1988,1,2015,32
wpo,World Politics,0043-8871,1086-3338,Cambridge University Press,http://www.cambridge.org/core/product/identifier/wpo/type/JOURNAL,2345,1948,1,2015,67
wps,World's Poultry Science Journal,0043-9339,1743-4777,Cambridge University Press,http://www.cambridge.org/core/product/identifier/wps/type/JOURNAL,2916,1945,1,2015,72
wpt,Wireless Power Transfer,,2052-8418,Cambridge University Press,http://www.cambridge.org/core/product/identifier/wpt/type/JOURNAL,30,2014,1,2015,2
wtr,World Trade Review,1474-7456,1475-3138,Cambridge University Press,http://www.cambridge.org/core/product/identifier/wtr/type/JOURNAL,656,2002,1,2015,14
xps,Journal of Experimental Political Science,2052-2630,2052-2649,Cambridge University Press,http://www.cambridge.org/core/product/identifier/xps/type/JOURNAL,41,2014,1,2015,2
zyg,Zygote,0967-1994,1469-8730,Cambridge University Press,http://www.cambridge.org/core/product/identifier/zyg/type/JOURNAL,1193,1993,1,2015,23
