First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Physics Department, Institute of Astronomy, ETH Zürich, Wolfgang-Pauli-Strasse 27, CH–8093 Zürich, Switzerland Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany E-mail: hayfield@mpia.de",T. Hayfield,ethz,10.1111/j.1365-2966.2011.19371.x,https://doi.org/10.1111/j.1365-2966.2011.19371.x,./MNRAS/mnras417-3/abstracts/mnras0417-1839.xml,The properties of pre-stellar discs in isolated and multiple pre-stellar systems,,T. Hayfield;L. Mayer;J. Wadsley;A. C. Boley,2011,Monthly Notices of the Royal Astronomical Society,"Physics Department, Institute of Astronomy, ETH Zürich, Wolfgang-Pauli-Strasse 27, CH–8093 Zürich, Switzerland Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany E-mail: hayfield@mpia.de;Institute of Theoretical Physics, University of Zürich, Winterthurerstrasse 190, CH–8057 Zürich, Switzerland;Department of Physics & Astronomy, McMaster University, 1280 Main Street West, Hamilton, ON L8S 4M1, Canada;Astronomy Department, University of Florida, 211 Bryant Space Science Center, PO Box 112055, Gainesville, FL 32611-2055, USA",Blackwell Publishing Ltd,,417,3,1839,1852,0035-8711,1365-2966,copyright,© 2011 The Authors. Monthly Notices of the Royal Astronomical Society © 2011 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966201119371x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201119371x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201119371x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201119371x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Astronomy, Department of Physics, ETH Zürich, 8093 Zürich, Switzerland Department of Astrophysical Sciences, Peyton Hall, Princeton University, Princeton, NJ 08544, USA",Jonathan C. Tan,ethz,10.1111/j.1365-2966.2005.09364.x,https://doi.org/10.1111/j.1365-2966.2005.09364.x,./MNRAS/mnras362-3/abstracts/362-3-983.xml,Star-forming accretion flows and the low-luminosity nuclei of giant elliptical galaxies,,Jonathan C. Tan;Eric G. Blackman,2005,Monthly Notices of the Royal Astronomical Society,"Institute of Astronomy, Department of Physics, ETH Zürich, 8093 Zürich, Switzerland Department of Astrophysical Sciences, Peyton Hall, Princeton University, Princeton, NJ 08544, USA;Department of Physics and Astronomy, University of Rochester, Rochester, NY 14627, USA E-mail: blackman@pas.rochester.edu",Blackwell Science Ltd,,362,3,983,994,0035-8711,1365-2966,,,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966200509364x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509364x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509364x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509364x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093 Zurich, Switzerland Institute for Theoretical Physics, University of Zurich, CH-8057 Zurich, Switzerland E-mail: weinmasi@phys.ethz.ch",Simone M. Weinmann,ethz,10.1111/j.1365-2966.2005.09865.x,https://doi.org/10.1111/j.1365-2966.2005.09865.x,./MNRAS/mnras366-1/abstracts/366-1-2.xml,"Properties of galaxy groups in the Sloan Digital Sky Survey — I. The dependence of colour, star formation and morphology on halo mass",,Simone M. Weinmann;Frank C. van den Bosch;Xiaohu Yang;H. J. Mo,2006,Monthly Notices of the Royal Astronomical Society,"Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093 Zurich, Switzerland Institute for Theoretical Physics, University of Zurich, CH-8057 Zurich, Switzerland E-mail: weinmasi@phys.ethz.ch;Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093 Zurich, Switzerland Max-Planck-Institute for Astronomy, Königstuhl 17, D-69117 Heidelberg, Germany;Department of Astronomy, University of Massachussets, 710 North Pleasant Street, Amherst, MA 01003-9305, USA;Department of Astronomy, University of Massachussets, 710 North Pleasant Street, Amherst, MA 01003-9305, USA",Blackwell Science Ltd,,366,1,2,28,0035-8711,1365-2966,copyright,© 2005 The Authors. Journal compilation © 2005 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966200509865x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509865x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509865x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200509865x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093, Zurich, Switzerland E-mail: vdbosch@phys.ethz.ch",Frank C. Van Den Bosch,ethz,10.1111/j.1365-2966.2004.08407.x,https://doi.org/10.1111/j.1365-2966.2004.08407.x,./MNRAS/mnras356-4/abstracts/356-4-1233.xml,The abundance and radial distribution of satellite galaxies,,Frank C. Van Den Bosch;Xiaohu Yang;H. J. Mo;Peder Norberg,2005,Monthly Notices of the Royal Astronomical Society,"Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093, Zurich, Switzerland E-mail: vdbosch@phys.ethz.ch;Department of Astronomy, University of Massachussets, 710 North Pleasant Street, Amherst MA 01003-9305, USA;Department of Astronomy, University of Massachussets, 710 North Pleasant Street, Amherst MA 01003-9305, USA;Department of Physics, Swiss Federal Institute of Technology, ETH Hönggerberg, CH-8093, Zurich, Switzerland",Blackwell Science Ltd,,356,4,1233,1248,0035-8711,1365-2966,copyright,© 2004 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966200408407x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200408407x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200408407x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200408407x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Kapteyn Astronomical Institute, University of Groningen, Postbus 800, 9700 AV Groningen, the Netherlands Institute of Astronomy, ETH Zurich, 8093 Zurich, Switzerland E-mail: kovac@phys.ethz.ch",K. Kovač,ethz,10.1111/j.1365-2966.2009.14662.x,https://doi.org/10.1111/j.1365-2966.2009.14662.x,./MNRAS/mnras400-2/abstracts/mnras0400-0743.xml,A blind H i survey in the Canes Venatici region,,K. Kovač;T. A. Oosterloo;J. M. Van Der Hulst,2009,Monthly Notices of the Royal Astronomical Society,"Kapteyn Astronomical Institute, University of Groningen, Postbus 800, 9700 AV Groningen, the Netherlands Institute of Astronomy, ETH Zurich, 8093 Zurich, Switzerland E-mail: kovac@phys.ethz.ch;Kapteyn Astronomical Institute, University of Groningen, Postbus 800, 9700 AV Groningen, the Netherlands Netherlands Foundation for Research in Astronomy, Postbus 2, 7990 AA Dwingeloo, the Netherlands;Kapteyn Astronomical Institute, University of Groningen, Postbus 800, 9700 AV Groningen, the Netherlands",Blackwell Publishing Ltd,,400,2,743,765,0035-8711,1365-2966,copyright,© 2009 The Authors. Journal compilation © 2009 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966200914662x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200914662x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200914662x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200914662x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Physics, ETH Zürich, Wolfgang-Pauli-Strasse 16, CH-8093 Zürich, Switzerland",Adam Amara,ethz,10.1111/j.1365-2966.2010.16598.x,https://doi.org/10.1111/j.1365-2966.2010.16598.x,./MNRAS/mnras405-3/abstracts/mnras0405-2044.xml,Results of the GREAT08 Challenge: an image analysis competition for cosmological lensing,,Sarah Bridle;Sreekumar T. Balan;Matthias Bethge;Marc Gentile;Stefan Harmeling;Catherine Heymans;Michael Hirsch;Reshad Hosseini;Mike Jarvis;Donnacha Kirk;Thomas Kitching;Konrad Kuijken;Antony Lewis;Stephane Paulin-Henriksson;Bernhard Schölkopf;Malin Velander;Lisa Voigt;Dugan Witherick;Adam Amara;Gary Bernstein;Frédéric Courbin;Mandeep Gill;Alan Heavens;Rachel Mandelbaum;Richard Massey;Baback Moghaddam;Anais Rassat;Alexandre Réfrégier;Jason Rhodes;Tim Schrabback;John Shawe-Taylor;Marina Shmakova;Ludovic van Waerbeke;David Wittman,2010,Monthly Notices of the Royal Astronomical Society,"Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT E-mail: sarah.bridle@ucl.ac.uk;Cavendish Astrophysics, University of Cambridge, JJ Thomson Avenue, Cambridge CB3 0HE;MPI for Biological Cybernetics, Department of Empirical Inference, Spemannstrasse 38, 72076 Tübingen, Germany Centre for Integrative Neuroscience and Institute for Theoretical Physics, University of Tübingen, 72076 Tübingen, Germany;Ecole Polytechnique Fédérale de Lausanne (EPFL), Observatoire de Sauverny, 1290 Versoix, Switzerland;MPI for Biological Cybernetics, Department of Empirical Inference, Spemannstrasse 38, 72076 Tübingen, Germany;Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ;MPI for Biological Cybernetics, Department of Empirical Inference, Spemannstrasse 38, 72076 Tübingen, Germany;MPI for Biological Cybernetics, Department of Empirical Inference, Spemannstrasse 38, 72076 Tübingen, Germany Centre for Integrative Neuroscience and Institute for Theoretical Physics, University of Tübingen, 72076 Tübingen, Germany;Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA 19104, USA;Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT;Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ;Leiden Observatory, PO Box 9513, NL-2300 RA, Leiden, the Netherlands;Institute of Astronomy and Kavli Institute for Cosmology, Madingley Road, Cambridge CB3 0HA;Service d'Astrophysique, CEA Saclay, F-91191 Gif sur Yvette, France;MPI for Biological Cybernetics, Department of Empirical Inference, Spemannstrasse 38, 72076 Tübingen, Germany;Leiden Observatory, PO Box 9513, NL-2300 RA, Leiden, the Netherlands;Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT;Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT;Department of Physics, ETH Zürich, Wolfgang-Pauli-Strasse 16, CH-8093 Zürich, Switzerland;Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA 19104, USA;Ecole Polytechnique Fédérale de Lausanne (EPFL), Observatoire de Sauverny, 1290 Versoix, Switzerland;Department of Astronomy, Ohio State University, 140 W. 18th Avenue, Columbus, OH 43210, USA;Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ;Institute for Advanced Study, Einstein Drive, Princeton, NJ 08540, USA;Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ;Jet Propulsion Laboratory, California Institute of Technology, 3800 Oak Grove Drive, Pasadena, A 91109, USA California Institute of Technology, Pasadena, CA 91125, USA;Service d'Astrophysique, CEA Saclay, F-91191 Gif sur Yvette, France;Service d'Astrophysique, CEA Saclay, F-91191 Gif sur Yvette, France;Jet Propulsion Laboratory, California Institute of Technology, 3800 Oak Grove Drive, Pasadena, A 91109, USA California Institute of Technology, Pasadena, CA 91125, USA;Leiden Observatory, PO Box 9513, NL-2300 RA, Leiden, the Netherlands;Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT;Stanford Linear Accelerator Center, Stanford University, PO Box 4349, CA 94309, USA;University of British Columbia, 6224 Agricultural Road, Vancouver, BC, V6T 1Z1, Canada;Department of Physics, University of California at Davis, One Shields Avenue, Davis, CA 95616, USA",Blackwell Publishing Ltd,,405,3,2044,2061,0035-8711,1365-2966,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966201016598x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201016598x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201016598x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201016598x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK Institute for Astronomy, ETH Zurich, Wolfgang-Pauli-Strasse 27, CH-8093 Zurich, Switzerland",William G. Hartley,ethz,10.1093/mnras/stu1802,https://doi.org/10.1093/mnras/stu1802,./MNRAS/mnras445-3/abstracts/stu1802.xml,Minor versus major mergers: the stellar mass growth of massive galaxies from z = 3 using number density selection techniques,,Jamie R. Ownsworth;Christopher J. Conselice;Alice Mortlock;William G. Hartley;Omar Almaini;Ken Duncan;Carl J. Mundy,2014,Monthly Notices of the Royal Astronomical Society,"University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK E-mail: ppxjo1@nottingham.ac.uk;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK SUPA, Institute for Astronomy, University of Edinburgh, Royal Observatory, Edinburgh EH9 3HJ, UK;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK Institute for Astronomy, ETH Zurich, Wolfgang-Pauli-Strasse 27, CH-8093 Zurich, Switzerland;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK;University of Nottingham, School of Physics and Astronomy, Nottingham, NG7 2RD, UK",Oxford University Press,2017-10-16,445,3,2198,2213,0035-8711,1365-2966,copyright,© 2014 The Authors Published by Oxford University Press on behalf of the Royal Astronomical Society,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093mnrasstu1802,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1802&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1802&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1802&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETH Zürich, Institute for Astronomy, Wolfgang-Pauli-Strasse 27, CH-8093 Zürich, Switzerland E-mail: kheng@phys.ethz.ch",Kevin Heng,ethz,10.1111/j.1365-2966.2011.18853.x,https://doi.org/10.1111/j.1365-2966.2011.18853.x,./MNRAS/mnras415-3/abstracts/mnras0415-2145.xml,Gliese 581g as a scaled-up version of Earth: atmospheric circulation simulations,,Kevin Heng;Steven S. Vogt,2011,Monthly Notices of the Royal Astronomical Society,"ETH Zürich, Institute for Astronomy, Wolfgang-Pauli-Strasse 27, CH-8093 Zürich, Switzerland E-mail: kheng@phys.ethz.ch;UCO/Lick Observatory, University of California, 1156 High Street, Santa Cruz, CA 95064, USA E-mail: kheng@phys.ethz.ch",Blackwell Publishing Ltd,,415,3,2145,2157,0035-8711,1365-2966,copyright,© 2011 The Authors Monthly Notices of the Royal Astronomical Society © 2011 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966201118853x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201118853x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201118853x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966201118853x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Biochemistry (IBC), Eidgenössische Technische Hochschule Zürich (ETHZ), Schafmattstrasse 18, CH-8093 Zürich, Switzerland",Amadou Bah,ethz,10.1093/nar/gkr1153,https://doi.org/10.1093/nar/gkr1153,./NAR/nar40-7/abstracts/gkr1153.xml,The telomeric transcriptome of Schizosaccharomyces pombe,,Amadou Bah;Harry Wischnewski;Vadim Shchepachev;Claus M. Azzalin,2012,Nucleic Acids Research,"Institute of Biochemistry (IBC), Eidgenössische Technische Hochschule Zürich (ETHZ), Schafmattstrasse 18, CH-8093 Zürich, Switzerland;Institute of Biochemistry (IBC), Eidgenössische Technische Hochschule Zürich (ETHZ), Schafmattstrasse 18, CH-8093 Zürich, Switzerland;Institute of Biochemistry (IBC), Eidgenössische Technische Hochschule Zürich (ETHZ), Schafmattstrasse 18, CH-8093 Zürich, Switzerland;E-mail: claus.azzalin@bc.biol.ethz.ch",Oxford University Press,,40,7,2995,3005,0305-1048,1362-4962,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nargkr1153,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1153&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1153&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1153&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Biotechnology and Bioengineering Group, Institute for Chemical and Bio-Engineering, Swiss Federal Institute of Technology CH-8093 Zurich, Switzerland",Jörn Stitz,ethz,10.1093/nar/gkl053,https://doi.org/10.1093/nar/gkl053,./NAR/nar34-5/abstracts/gkl053.xml,Fusoselect: cell–cell fusion activity engineered by directed evolution of a retroviral glycoprotein,,Christoph A. Merten;Jörn Stitz;Gundula Braun;Julia Medvedovska;Klaus Cichutek;Christian J. Buchholz,2006,Nucleic Acids Research,"Biotechnology and Bioengineering Group, Institute for Chemical and Bio-Engineering, Swiss Federal Institute of Technology CH-8093 Zurich, Switzerland;E-mail: bucch@pei.de",Oxford University Press,,34,5,e41,e41,0305-1048,1362-4962,copyright,"© The Author 2006. Published by Oxford University Press. All rights reserved  The online version of this article has been published under an open access model. Users are entitled to use, reproduce, disseminate, or display the open access version of this article for non-commercial purposes provided that: the original authorship is properly and fully attributed; the Journal and Oxford University Press are attributed as the original place of publication with the correct citation details given; if an article is subsequently reproduced or disseminated not in its entirety but only in part or as a derivative work this must be clearly indicated. For commercial re-use, please contact journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nargkl053,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkl053&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkl053&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkl053&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Astronomy, Madingley Road, Cambridge CB3 0HA, UK Department of Physics, Institute for Astronomy, ETH Zurich, Wolfgang-Pauli-Strasse 27, CH-8093 Zurich, Switzerland E-mail: wako.ishibashi@phys.ethz.ch",W. Ishibashi,ethz,10.1093/mnras/stu1236,https://doi.org/10.1093/mnras/stu1236,./MNRAS/mnras443-2/abstracts/stu1236.xml,Radio-mode feedback in local AGNs: dependence on the central black hole parameters,,W. Ishibashi;M. W. Auger;D. Zhang;A. C. Fabian,2014,Monthly Notices of the Royal Astronomical Society,"Institute of Astronomy, Madingley Road, Cambridge CB3 0HA, UK Department of Physics, Institute for Astronomy, ETH Zurich, Wolfgang-Pauli-Strasse 27, CH-8093 Zurich, Switzerland E-mail: wako.ishibashi@phys.ethz.ch;Institute of Astronomy, Madingley Road, Cambridge CB3 0HA, UK;Institute of Astronomy, Madingley Road, Cambridge CB3 0HA, UK;Institute of Astronomy, Madingley Road, Cambridge CB3 0HA, UK",Oxford University Press,2017-07-21,443,2,1339,1345,0035-8711,1365-2966,copyright,© 2014 The Authors Published by Oxford University Press on behalf of the Royal Astronomical Society,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093mnrasstu1236,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1236&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1236&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093mnrasstu1236&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
