First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Universität Basel Basle, Switzerland",A. M. Ostrowski,unibas,10.1017/S1446788700015184,https://doi.org/10.1017/S1446788700015184,./JAZ/JAZ16_03/S1446788700015184h.xml,On the characterization of Shannon's entropy by Shannon's inequality,,,1973,Journal of the Australian Mathematical Society,,Cambridge University Press,,16,3,368,374,1446-7887,1446-8107,copyright,Copyright © Australian Mathematical Society 1973,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1446788700015184,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1446788700015184&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1446788700015184&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1446788700015184&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratory for Prenatal Medicine and Gynecologic Oncology, Women's Hospital/Department of Biomedicine, University of Basel, Basel, Switzerland and Department of Oncology Surgery, First Affiliated Hospital of Medical College, Xi'An Jiaotong University, Xi'An, China",Peng Xia,unibas,10.1515/CCLM.2009.067,https://doi.org/10.1515/CCLM.2009.067,./j/cclm.2009.47.issue-3/cclm.2009.067/cclm.2009.067.xml,A selected pre-amplification strategy for genetic analysis using limited DNA targets,,,2009,Clinical Chemistry and Laboratory Medicine,,Walter de Gruyter,,47,3,288,293,1434-6621,1437-4331,copyright,©2009 by Walter de Gruyter Berlin New York,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515CCLM2009067,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515CCLM2009067&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515CCLM2009067&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515CCLM2009067&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität Basel, Departement Geschichte, Basel, Schweiz",Lucas Burkart,unibas,10.1524/hzhz.2013.0242,https://doi.org/10.1524/hzhz.2013.0242,./j/hzhz.2013.296.issue-3/hzhz.2013.0242/hzhz.2013.0242.xml,"Samantha Kelly, The Cronaca di Partenope. An Introduction to and Critical Edition of the First Vernacular History of Naples (c. 1350). (The Medieval Mediterranean, Vol. 89.) Leiden/Boston, Brill 2011",,,2013,Historische Zeitschrift,,Oldenbourg Wissenschaftsverlag GmbH,,296,3,772,,0018-2613,,copyright,"© by Oldenbourg Wissenschaftsverlag, München, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524hzhz20130242,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524hzhz20130242&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524hzhz20130242&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524hzhz20130242&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of Basel till.foerster@unibas.ch E-mail: till.foerster@unibas.ch,TILL FÖRSTER,unibas,10.1017/S0001972012000459,https://doi.org/10.1017/S0001972012000459,./AFR/AFR82_03/S0001972012000459h.xml,Book Review: Constructing African Art Histories for the Lagoons of Côte d'Ivoire,"VISONÀ MONICA BLACKMUN , Constructing African Art Histories for the Lagoons of Côte d'Ivoire. Farnham and Burlington VT: Ashgate Publishing (hb £65 – 978 1 40940 440-8). 2010, 216 pp.",,2012,Africa,,Cambridge University Press,2017-08-01,82,3,506,507,0001-9720,1750-0184,copyright,Copyright © International African Institute 2012,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0001972012000459,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0001972012000459&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0001972012000459&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0001972012000459&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Memory Clinic - Neuropsychology Center, University Hospital Basel, Basel, Switzerland GlaxoSmithKline R&D, Harlow, Essex, United Kingdom E-mail: julie.e.davidson@gsk.com",JULIE E. DAVIDSON,unibas,10.1017/S1355617709991160,https://doi.org/10.1017/S1355617709991160,./INS/INS16_02/S1355617709991160h.xml,An exploration of cognitive subgroups in Alzheimer’s disease,,,2010,Journal of the International Neuropsychological Society,,Cambridge University Press,,16,2,233,243,1355-6177,1469-7661,copyright,Copyright © The International Neuropsychological Society 2009,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1355617709991160,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1355617709991160&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1355617709991160&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1355617709991160&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Basel. Email: beat.schoenenberger@unibas.ch E-mail: beat.schoenenberger@unibas.ch,Beat Schönenberger,unibas,10.1017/S0940739108080338,https://doi.org/10.1017/S0940739108080338,./JCP/JCP15_04/S0940739108080338h.xml,"International Law Association, Committee on Cultural Heritage Law (London, England, May 17–18, 2007)",,,2008,International Journal of Cultural Property,,Cambridge University Press,,15,4,411,412,0940-7391,1465-7317,copyright,Copyright © International Cultural Property Society 2008,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0940739108080338,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0940739108080338&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0940739108080338&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0940739108080338&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Infectious Diseases and Hospital Epidemiology, University Hospital Basel, Basel, Switzerland",Sarah Tschudin-Sutter,unibas,10.1086/662624,https://doi.org/10.1086/662624,./ICE/ICE32_12/S0195941700040947h.xml,Emergence of Glutaraldehyde-Resistant Pseudomonas aeruginosa,,,2011,Infection Control & Hospital Epidemiology,,Cambridge University Press,,32,12,1173,1178,0899-823X,1559-6834,copyright,Copyright © The Society for Healthcare Epidemiology of America 2011,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101086662624,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101086662624&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101086662624&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101086662624&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Astronomical Institute of the University of Basel, Switzerland email: grebel@astro.unibas.ch E-mail: grebel@astro.unibas.ch",E. K. Grebel,unibas,10.1017/S1743921306006211,https://doi.org/10.1017/S1743921306006211,./IAU/IAU2_S235/S1743921306006211h.xml,Planetary Nebulae as a Probe of the Local Group Galaxies Evolution,,,2006,Proceedings of the International Astronomical Union,,Cambridge University Press,,2,S235,215,215,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2007,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921306006211,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306006211&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306006211&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306006211&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Astronomical Institute, Dept. of Physics and Astronomy, University of Basel, Switzerland",T. Lisker,unibas,10.1017/S1743921306005497,https://doi.org/10.1017/S1743921306005497,./IAU/IAU2_S235/S1743921306005497h.xml,Finding Double-Barred Galaxies with HST,,,2006,Proceedings of the International Astronomical Union,,Cambridge University Press,,2,S235,117,117,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2007,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921306005497,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306005497&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306005497&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921306005497&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Biozentrum, University of Basel, Basel, Switzerland",H. Schindler,unibas,10.1017/S0033583500002079,https://doi.org/10.1017/S0033583500002079,./QRB/QRB14_01/S0033583500002079h.xml,Functional reassembly of membrane proteins in planar lipid bilayers,,,1981,Quarterly Reviews of Biophysics,,Cambridge University Press,,14,1,1,79,0033-5835,1469-8994,copyright,Copyright © Cambridge University Press 1981,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0033583500002079,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002079&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002079&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002079&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Biophysical Chemistry, Biocenter of the University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland",Joachim Seelig,unibas,10.1017/S0033583500002948,https://doi.org/10.1017/S0033583500002948,./QRB/QRB10_03/S0033583500002948h.xml,Deuterium magnetic resonance: theory and application to lipid membranes,,,1977,Quarterly Reviews of Biophysics,,Cambridge University Press,,10,3,353,418,0033-5835,1469-8994,copyright,Copyright © Cambridge University Press 1977,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0033583500002948,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002948&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002948&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002948&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität Basel, Departement Physik, Klingelbergstrasse 82, 4056 Basel, Switzerland email: Roland.Buser@unibas.ch E-mail: Roland.Buser@unibas.ch",Roland Buser,unibas,10.1017/S1743921313001294,https://doi.org/10.1017/S1743921313001294,./IAU/IAU8_S292/S1743921313001294h.xml,Testing Evolutionary Models of Dwarf Irregular Galaxies through Gas and Stellar Metallicity Determinations in HII Galaxies,,,2012,Proceedings of the International Astronomical Union,,Cambridge University Press,2017-08-01,8,S292,254,254,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2013,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921313001294,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313001294&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313001294&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921313001294&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medical Parasitology and Infection Biology, Swiss Tropical and Public Health Institute, CH-4002 Basel, Switzerland University of Basel, CH-4003 Basel, Switzerland E-mail: jennifer.keiser@unibas.ch",J. Keiser,unibas,10.1017/S0022149X12000387,https://doi.org/10.1017/S0022149X12000387,./JHL/JHL87_02/S0022149X12000387h.xml,Activity of tribendimidine and praziquantel combination therapy against the liver fluke Opisthorchis viverrini in vitro and in vivo,,,2013,Journal of Helminthology,,Cambridge University Press,2018-06-01,87,2,252,256,0022-149X,1475-2697,copyright,Copyright © Cambridge University Press 2012 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0022149X12000387,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022149X12000387&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022149X12000387&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022149X12000387&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Zoologisches Institut der Universität, Rheinsprung 9, CH-4051 Basel, Switzerland, Electronic mail: schmid5@urz.unibas.ch E-mail: schmid5@urz.unibas.ch",Paul Schmid-Hempel,unibas,10.1017/S0140525X00065596,https://doi.org/10.1017/S0140525X00065596,./BBS/BBS14_01/S0140525X00065596h.xml,Short-term behavior and long-term consequences,,,1991,Behavioral and Brain Sciences,,Cambridge University Press,,14,1,105,106,0140-525X,1469-1825,copyright,Copyright © Cambridge University Press 1991,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0140525X00065596,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X00065596&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X00065596&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X00065596&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Zoology Institute, University of Basel, CH-4051 Basel, Switzerland",Stephen C. Stearns,unibas,10.1017/S0140525X0002553X,https://doi.org/10.1017/S0140525X0002553X,./BBS/BBS12_04/S0140525X0002553Xh.xml,Demonstrating unselfishness: They haven't done it yet,,,1989,Behavioral and Brain Sciences,,Cambridge University Press,,12,4,722,722,0140-525X,1469-1825,copyright,Copyright © Cambridge University Press 1989,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0140525X0002553X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X0002553X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X0002553X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0140525X0002553X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Geologisch-Paläontologisches Institut der Universität, Bernoullistrasse 32, CH-4056 Basel, Switzerland",Andreas Wetzel,unibas,10.1017/S0022336000038452,https://doi.org/10.1017/S0022336000038452,./JPA/JPA70_03/S0022336000038452h.xml,The ichnotaxon Tasselia ordamensis and its junior synonym Caudichnus annulatus,,,1996,Journal of Paleontology,,Cambridge University Press,,70,3,523,526,0022-3360,1937-2337,copyright,Copyright © The Paleontological Society ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0022336000038452,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022336000038452&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022336000038452&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022336000038452&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Basel Mission and University of Basel,Paul Jenkins,unibas,10.2307/3171967,https://doi.org/10.2307/3171967,./HIA/HIA20/S0361541300000905h.xml,The Earliest Generation of Missionary Photographers in West Africa and the Portrayal of Indigenous People and Culture,,,1993,History in Africa,,Cambridge University Press,,20,,89,118,0361-5413,1558-2744,copyright,Copyright © African Studies Association 1993,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge1023073171967,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023073171967&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023073171967&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023073171967&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Centre for African Studies, University of Basel",Veit Arlt,unibas,10.1017/S0361541300003557,https://doi.org/10.1017/S0361541300003557,./HIA/HIA31/S0361541300003557h.xml,Recordings of African Popular Music: A Valuable Source for Historians of Africa,,,2004,History in Africa,,Cambridge University Press,,31,,389,391,0361-5413,1558-2744,copyright,Copyright © African Studies Association 2004,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0361541300003557,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0361541300003557&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0361541300003557&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0361541300003557&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
