First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"University Hospital Basel, Department of Anaesthesia and Intensive Care Medicine, CH-4031 Basel, CH-9007 St Gallen, Switzerland, Switzerland",A. R. Absalom,unisg,10.1093/bja/aet583,https://doi.org/10.1093/bja/aet583,./BJAINT/bjaint112-6/abstracts/aet583.xml,Volatile anaesthetics and positive pressure ventilation reduce left atrial performance: a transthoracic echocardiographic study in young healthy adults,,,2014,British Journal of Anaesthesia,,Oxford University Press,,112,6,1032,1041,0007-0912,1471-6771,copyright,"© The Author [2014]. Published by Oxford University Press on behalf of the British Journal of Anaesthesia. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bjaaet583,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet583&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet583&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet583&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St Gall,ALAN ROBINSON,unisg,10.1093/res/XLI.163.422,https://doi.org/10.1093/res/XLI.163.422,./revesj.tar.gz/revesj/abstracts/XLI-163-422.xml,REVIEWS,,,1990,The Review of English Studies,,Oxford University Press,,XLI,163,422,423,0034-6551,1471-6968,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093resXLI163422,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLI163422&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLI163422&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLI163422&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St Gallen and Swiss Institute for International Economics and Applied Economic Research (SIAW–HSG),Lars P. Feld,unisg,10.1111/1468-0327.00078,https://doi.org/10.1111/1468-0327.00078,./economicpolicy/economicpolicy16-33/abstracts/economicpolicy16-0330.xml,The political economy of direct legislation: direct democracy and local decision–making,,,2001,Economic Policy,,Oxford University Press,,16,33,330,367,0266-4658,1468-0327,copyright,"© CEPR, CES, MSH, 2001",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford1011111468032700078,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford1011111468032700078&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford1011111468032700078&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford1011111468032700078&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St. Gallen,Florian Wettstein,unisg,10.5840/beq201424421,https://doi.org/10.5840/beq201424421,./BEQ/BEQ24_04/S1052150X00013294h.xml,Book Review: On Global Justice,"On Global Justice, by Risse Mathias . Princeton, N.J.: Princeton University Press, 2012. ISBN: 978-0691142692",,2014,Business Ethics Quarterly,,Cambridge University Press,2019-10-01,24,4,627,630,1052-150X,2153-3326,copyright,Copyright © Society for Business Ethics 2014,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge105840beq201424421,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge105840beq201424421&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge105840beq201424421&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge105840beq201424421&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Schweizerisches Institut für Aussenwirtschaft und Angewandte Wirtschaftsforschung (SIAW) der Universität St. Gallen CEPR (London), IZA (Bonn), ZEW (Mannheim)",Michael Lechner,unisg,10.1111/1468-2516.00084,https://doi.org/10.1111/1468-2516.00084,./j/pwp.2002.3.issue-2/1468-2516.00084/1468-2516.00084.xml,Eine wirkungsorientierte aktive Arbeitsmarktpolitik in Deutschland und der Schweiz: Eine Vision – zwei Realitäten,,,2002,Perspektiven der Wirtschaftspolitik,,De Gruyter,,3,2,159,174,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter1011111468251600084,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600084&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600084&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600084&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität St. Gallen, Institut für Deutsche Sprache und Literatur, Gatterstrasse 1, CH-9010 St. Gallen. ulrike.landfester@unisg.ch",Ulrike Landfester,unisg,10.1515/ARBI.2004.215,https://doi.org/10.1515/ARBI.2004.215,./j/arbi.2004.22.issue-2/arbi.2004.215/arbi.2004.215.xml,"Laura Benzi, Resakralisierung und Allegorie im Spätwerk Clemens Brentanos. Das „Märchen von Gockel, Hinkel und Gackeleia“ (1838) und „Das Bittere Leiden unseres Herrn Jesu Christi“ (1833). 2002",,,2004,Arbitrium,,Walter de Gruyter GmbH & Co. KG,,22,2,215,218,0723-2977,,copyright,"© Max Niemeyer Verlag GmbH, Tübingen 2004",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ARBI2004215,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI2004215&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI2004215&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI2004215&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität St. Gallen, Schweizerisches Institut für Aussenwirtschaft und Angewandte Wirtschaftsforschung, Leopoldina und CESifo",Gebhard Kirchgässner,unisg,10.1111/1468-2516.0317,https://doi.org/10.1111/1468-2516.0317,./j/pwp.2009.10.issue-4/1468-2516.0317/1468-2516.0317.xml,Die Krise der Wirtschaft: Auch eine Krise der Wirtschaftswissenschaften?,,,2009,Perspektiven der Wirtschaftspolitik,,De Gruyter,,10,4,436,468,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160317,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160317&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160317&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160317&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität St. Gallen, IZA, Bonn, CESifo, DIW Berlin und CEPR, London",Uwe Sunde,unisg,10.1111/1468-2516.0306,https://doi.org/10.1111/1468-2516.0306,./j/pwp.2009.10.issue-s1/1468-2516.0306/1468-2516.0306.xml,Kontrolliert und repräsentativ: Beispiele zur Komplementarität von Labor- und Felddaten,,,2009,Perspektiven der Wirtschaftspolitik,,De Gruyter,,10,Supplement,54,74,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160306,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160306&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160306&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160306&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St. Gallen,Claudia Franziska Brühwiler,unisg,10.1017/S1049096513001674,https://doi.org/10.1017/S1049096513001674,./PSC/PSC47_01/S1049096513001674h.xml,"“A Is A”: Spider-Man, Ayn Rand, and What Man Ought to Be",,,2014,PS: Political Science & Politics,,Cambridge University Press,2019-01-01,47,1,90,93,1049-0965,1537-5935,copyright,Copyright © American Political Science Association 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1049096513001674,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1049096513001674&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1049096513001674&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1049096513001674&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St. Gallen E-mail: Lorenzo.Camponovo@unisg.ch,Lorenzo Camponovo,unisg,10.1017/S0266466614000723,https://doi.org/10.1017/S0266466614000723,./ECT/ECT31_06/S0266466614000723h.xml,DIFFERENCING TRANSFORMATIONS AND INFERENCE IN PREDICTIVE REGRESSION MODELS,,,2015,Econometric Theory,,Cambridge University Press,2020-12-01,31,6,1331,1358,0266-4666,1469-4360,copyright,Copyright © Cambridge University Press 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0266466614000723,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0266466614000723&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0266466614000723&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0266466614000723&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of St. Gallen, St. Gallen, Switzerland",Rabindra Nath Chakraborty,unisg,10.1093/eurrag/29.2.219,https://doi.org/10.1093/eurrag/29.2.219,./erae/erae29-2/abstracts/029219.xml,Informal insurance in renewable resource harvesting,,,2002,European Review of Agricultural Economics,,Oxford University Press,,29,2,219,236,0165-1587,1464-3618,copyright,Copyright Oxford University Press and Foundation for the European Review of Agricultural Economics 2002,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093eurrag292219,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurrag292219&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurrag292219&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurrag292219&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Neuromuscular Diseases Unit, Kantonspital St Gallen, St Gallen, Switzerland, Department of Neurology, University Hospital Basel, Basel, Switzerland,",Markus Weber,unisg,10.1093/hmg/ddr045,https://doi.org/10.1093/hmg/ddr045,./HMG/hmg20-9/abstracts/ddr045.xml,Ataxin-2 intermediate-length polyglutamine expansions in European ALS patients,,,2011,Human Molecular Genetics,,Oxford University Press,,20,9,1697,1700,0964-6906,1460-2083,copyright,"© The Author 2011. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093hmgddr045,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddr045&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddr045&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093hmgddr045&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"The HSG University of St Gallen, Switzerland",Katharina Schnöring,unisg,10.1093/ijrl/13.1_and_2.153,https://doi.org/10.1093/ijrl/13.1_and_2.153,./REFLAW/reflaw13-1_and_2/abstracts/130153.xml,Deserters in the Federal Republic of Yugoslavia,,,2001,International Journal of Refugee Law,,Oxford University Press,,13,1_and_2,153,173,0953-8186,1464-3715,copyright,Copyright 2001,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ijrl131_and_2153,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijrl131_and_2153&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijrl131_and_2153&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijrl131_and_2153&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University Hospital Zurich, University of Zurich, Division of Infectious Diseases and Hospital Epidemiology, Zurich, Zurich, Swiss National Center for Retroviruses, Zurich, Laboratory of Virology, Division of Infectious Diseases, Geneva, Department of Biomedicine-Petersplatz, Basel, Division of Immunology and Allergy, Lausanne, Department of Infectious Diseases, Berne, Division of Infectious Diseases and Hospital Epidemiology, Basel, Division of Infectious Diseases, Lausanne, Division of Infectious Diseases, Lugano, Division of Infectious Diseases, St Gallen, Zurich, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland, Switzerland",V. Aubert,unisg,10.1093/jac/dkv257,https://doi.org/10.1093/jac/dkv257,./jac.tar.gz/jac/abstracts/dkv257.xml,Assessing efficacy of different nucleos(t)ide backbones in NNRTI-containing regimens in the Swiss HIV Cohort Study,,,2015,Journal of Antimicrobial Chemotherapy,,Oxford University Press,2018-12-01,70,12,3323,3331,0305-7453,1460-2091,copyright,"© The Author 2015. Published by Oxford University Press on behalf of the British Society for Antimicrobial Chemotherapy. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jacdkv257,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdkv257&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdkv257&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jacdkv257&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Economics and Research Institute for Labour Economics and Labour Law, University of St Gallen",Alfonso Sousa-Poza,unisg,10.1093/cje/bei057,https://doi.org/10.1093/cje/bei057,./cameco/cameco30-2/abstracts/bei057.xml,The influence of taxes on migration: evidence from Switzerland,,,2006,Cambridge Journal of Economics,,Oxford University Press,,30,2,235,252,0309-166X,1464-3545,copyright,© The Author 2005. Published by Oxford University Press on behalf of the Cambridge Political Economy Society. All rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093cjebei057,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebei057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebei057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093cjebei057&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"1 Universität St. Gallen, Fachbereich Philosophie, St. Gallen, Schweiz  Universität St. Gallen, Fachbereich Philosophie, St. Gallen, Schweiz",Lisa Maria Herzog,unisg,10.1524/dzph.2011.0068,https://doi.org/10.1524/dzph.2011.0068,./j/dzph.2011.59.issue-6/dzph.2011.0068/dzph.2011.0068.xml,"Wer sind wir, wenn wir arbeiten? Soziale Identität im Markt bei Smith und Hegel",,,2011,Deutsche Zeitschrift für Philosophie,,Akademie Verlag GmbH,,59,6,835,852,0012-1045,,copyright,"© by Akademie Verlag, St. Gallen, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524dzph20110068,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110068&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110068&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110068&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"1 Universität St. Gallen, Fachbereich Philosophie, St. Gallen, Schweiz  Universität St. Gallen, Fachbereich Philosophie, St. Gallen, Schweiz",Dieter Thomä,unisg,10.1524/dzph.2011.0002,https://doi.org/10.1524/dzph.2011.0002,./j/dzph.2011.59.issue-1/dzph.2011.0002/dzph.2011.0002.xml,Leben als Teilnehmen. Überlegungen im Anschluss an Johann Gottfried Herder,,,2011,Deutsche Zeitschrift für Philosophie,,Akademie Verlag GmbH,,59,1,5,32,0012-1045,,copyright,"© by Akademie Verlag, St. Gallen, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524dzph20110002,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110002&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110002&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20110002&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
