First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"(Zoological Laboratory, University of Neuchâtel, Switzerland.)","Tseng, Shen",unine,10.1017/S0031182000020898,https://doi.org/10.1017/S0031182000020898,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0031182000020898.pdf,Studies on Avian Cestodes From China,Part II. Cestodes from Charadriiform Birds,"Tseng, Shen",1933,Parasitology,"(Zoological Laboratory, University of Neuchâtel, Switzerland.)",Cambridge University Press,,24,4,500,511,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1933,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000020898,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020898&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020898&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000020898&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"IRER, University of Neuchâtel","Maillat, Denis",unine,10.1017/S077045180000419X,https://doi.org/10.1017/S077045180000419X,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S077045180000419X.pdf,From the industrial district to the innovative milieu: Contribution to an analysis of territorialised productive organisations,,"Maillat, Denis",1998,Recherches Economiques De Louvain / Louvain Economic Review,"IRER, University of Neuchâtel",Cambridge University Press,,64,1,111,129,0770-4518,,copyright,"Copyright © Université catholique de Louvain, Institut de recherches économiques et sociales 1998",cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S077045180000419X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S077045180000419X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S077045180000419X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S077045180000419X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Structural Metallurgy, University of Neuchâtel, 2000 Neuchâtel, Switzerland","Morris, D.G.",unine,10.1557/JMR.1991.0361,https://doi.org/10.1557/JMR.1991.0361,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0884291400012383.pdf,Rapid solidification of Ni3Al by Osprey deposition,,"Morris, D.G.;Morris, M.A.",1991,Journal of Materials Research,"Institute of Structural Metallurgy, University of Neuchâtel, 2000 Neuchâtel, Switzerland;Institute of Structural Metallurgy, University of Neuchâtel, 2000 Neuchâtel, Switzerland",Cambridge University Press,,6,2,361,365,0884-2914,2044-5326,copyright,Copyright © Materials Research Society 1991,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101557JMR19910361,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101557JMR19910361&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101557JMR19910361&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101557JMR19910361&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut de Zoologie, Neuchâtel University, CH-2000 Neuchâtel, Switzerland","Hu, C. M.",unine,10.1017/S0950268800051232,https://doi.org/10.1017/S0950268800051232,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0950268800051232.pdf,Comparison in the immunological properties of Borrelia burgdorferi isolates from Ixodes ricinus derived from three endemic areas in Switzerland,,"Hu, C. M.;Leuba-Garcia, S.;Kramer, M. D.;Aeschlimann, A.;Gern, L.",1994,Epidemiology and Infection,"Institut de Zoologie, Neuchâtel University, CH-2000 Neuchâtel, Switzerland;Institut de Zoologie, Neuchâtel University, CH-2000 Neuchâtel, Switzerland;Institut für Immunologie, Ruprecht-Karls-Universität, Heidelberg, Germany;Institut de Zoologie, Neuchâtel University, CH-2000 Neuchâtel, Switzerland;Institut de Zoologie, Neuchâtel University, CH-2000 Neuchâtel, Switzerland * Author for correspondence: Institut de Zoologie, Chantemerle 22, CH-2000 Neuchâtel, Switzerland.",Cambridge University Press,,112,3,533,542,0950-2688,1469-4409,copyright,Copyright © Cambridge University Press 1994,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0950268800051232,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800051232&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800051232&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800051232&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of Neuchâtel and Columbia University,"Mavroidis, Petros C.",unine,10.1017/S1474745605001230,https://doi.org/10.1017/S1474745605001230,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S1474745605001230.pdf,United States – Countervailing Duties on Certain Corrosion-Resistant Carbon Steel Flat Products from Germany (WTO Doc. WT/DS213/AB/R): The Sounds of Silence,,"Grossman, Gene M.;Mavroidis, Petros C.",2005,World Trade Review,Princeton University;University of Neuchâtel and Columbia University,Cambridge University Press,,4,S1,64,77,1474-7456,1475-3138,copyright,Copyright © Cambridge University Press 2005,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1474745605001230,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001230&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001230&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001230&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of Neuchâtel and Columbia University Centre for Economic Policy Research, London","Mavroidis, Petros C.",unine,10.1017/S1474745605001308,https://doi.org/10.1017/S1474745605001308,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S1474745605001308.pdf,United States – Preliminary Determination with Respect to Certain Softwood Lumber from Canada: What is a Subsidy?,,"Horn, Henrik;Mavroidis, Petros C.",2005,World Trade Review,"Institute for International Economic Studies, Stockholm University Centre for Economic Policy Research, London;University of Neuchâtel and Columbia University Centre for Economic Policy Research, London",Cambridge University Press,,4,S1,220,247,1474-7456,1475-3138,copyright,Copyright © Cambridge University Press 2005,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1474745605001308,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001308&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001308&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745605001308&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Edwin B. Parker Professor of Law at Columbia Law School, Professor at the University of Neuchâtel, Research Fellow at CEPR","Mavroidis, Petros C.",unine,10.1017/S1474745608003698,https://doi.org/10.1017/S1474745608003698,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S1474745608003698.pdf,Mexico – Antidumping Measures on Rice,‘Don't ask me no questions and I won't tell you no lies’,"Mavroidis, Petros C.;Sapir, André",2008,World Trade Review,"Edwin B. Parker Professor of Law at Columbia Law School, Professor at the University of Neuchâtel, Research Fellow at CEPR;Professor of Economics, ECARES, Université Libre de Bruxelles, Senior Fellow at Bruegel, Research Fellow at CEPR",Cambridge University Press,,7,1,305,323,1474-7456,1475-3138,copyright,Copyright © Petros C. Mavroidis and André Sapir 2008,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1474745608003698,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745608003698&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745608003698&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745608003698&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Columbia Law School, New York and University of Neuchâtel, Switzerland","Mavroidis, Petros C.",unine,10.1017/S1474745606001406,https://doi.org/10.1017/S1474745606001406,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S1474745606001406.pdf,"United States – Continued Dumping and Subsidy Offset Act of 2000 (WT/DS217/AB/R: DSR 2003:I,375)",,"Horn, Henrik;Mavroidis, Petros C.",2006,World Trade Review,"Institute for International Economic Studies, Stockholm University;Columbia Law School, New York and University of Neuchâtel, Switzerland",Cambridge University Press,,5,S1,52,86,1474-7456,1475-3138,copyright,Copyright © Cambridge University Press 2006,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1474745606001406,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745606001406&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745606001406&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1474745606001406&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"School of Psychology and Neuroscience, University of St Andrews, ScotlandInstitute of Biology, Department of Comparative Cognition, University of Neuchatel, Switzerland E-mail: kz3@st-andrews.ac.uk","Zuberbühler, Klaus",unine,10.1515/langcog-2013-0008,https://doi.org/10.1515/langcog-2013-0008,/media/lionel/Data/swissbib-data/nationallizenzen/gruyter/swiss-pdf/j/langcog.2013.5.issue-2-3/langcog-2013-0008/langcog-2013-0008.pdf,Acquired mirroring and intentional communication in primates,,"Zuberbühler, Klaus",2013,Language and Cognition,"School of Psychology and Neuroscience, University of St Andrews, ScotlandInstitute of Biology, Department of Comparative Cognition, University of Neuchatel, Switzerland E-mail: kz3@st-andrews.ac.uk",De Gruyter Mouton,,5,2-3,133,143,1866-9808,1866-9859,copyright,©[2013] by Walter de Gruyter Berlin Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515langcog20130008,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515langcog20130008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515langcog20130008&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515langcog20130008&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland E-mail: sonia.tarnawski@unine.ch","Tarnawski, Sonia",unine,10.1016/S0168-6496(03)00130-2,https://doi.org/10.1016/S0168-6496(03)00130-2,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/femsec/45-2-97.pdf,Examination of Gould's modified S1 (mS1) selective medium and Angle's non-selective medium for describing the diversity of Pseudomonas spp. in soil and root environments,,"Tarnawski, Sonia;Hamelin, Jérôme;Locatelli, Laurent;Aragno, Michel;Fromin, Nathalie",2003,FEMS Microbiology Ecology,"Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland E-mail: sonia.tarnawski@unine.ch;Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland;Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland;Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland;Laboratoire de Microbiologie, Université de Neuchâtel, Case Postale 2, 2007 Neuchâtel, Switzerland",Blackwell Publishing Ltd,,45,2,97,104,,1574-6941,copyright,© 2003 Federation of European Microbiological Societies. Published by Elsevier Science B.V. All rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101016S0168649603001302,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101016S0168649603001302&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101016S0168649603001302&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101016S0168649603001302&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Affiliations of authors: F. Levi, F. Lucchini, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland; E. Negri, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ Milan, Italy; C. La Vecchia, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ and Istituto di Statistica Medica e Biometria, Università degli Studi di Milano, Milan, Italy.","Levi, Fabio",unine,10.1093/jnci/95.8.631-a,https://doi.org/10.1093/jnci/95.8.631-a,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jnci/0950631a.pdf,The End of the Tobacco-Related Lung Cancer Epidemic in Europe,,"Levi, Fabio;Lucchini, Franca;Negri, Eva;La Vecchia, Carlo",2003,Journal of the National Cancer Institute,"Affiliations of authors: F. Levi, F. Lucchini, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland; E. Negri, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ Milan, Italy; C. La Vecchia, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ and Istituto di Statistica Medica e Biometria, Università degli Studi di Milano, Milan, Italy.;Affiliations of authors: F. Levi, F. Lucchini, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland; E. Negri, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ Milan, Italy; C. La Vecchia, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ and Istituto di Statistica Medica e Biometria, Università degli Studi di Milano, Milan, Italy.;Affiliations of authors: F. Levi, F. Lucchini, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland; E. Negri, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ Milan, Italy; C. La Vecchia, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ and Istituto di Statistica Medica e Biometria, Università degli Studi di Milano, Milan, Italy.;Affiliations of authors: F. Levi, F. Lucchini, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Lausanne, Switzerland; E. Negri, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ Milan, Italy; C. La Vecchia, Cancer Epidemiology Unit and Cancer Registries of Vaud and Neuchâtel, Institut universitaire de médecine sociale et préventive, Laboratory of Epidemiology, Istituto di Ricerche Farmacologiche ‘Mario Negri,’ and Istituto di Statistica Medica e Biometria, Università degli Studi di Milano, Milan, Italy.",Oxford University Press,,95,8,631,632,0027-8874,1460-2105,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jnci958631a,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jnci958631a&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jnci958631a&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jnci958631a&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Cognition Comparée, Institut de Biologie, Université de Neuchâtel, Switzerland E-mail: emilie.genty@unine.ch","Genty, Emilie",unine,10.1515/mammalia-2013-0088,https://doi.org/10.1515/mammalia-2013-0088,/media/lionel/Data/swissbib-data/nationallizenzen/gruyter/swiss-pdf/j/mamm.2014.78.issue-3/mammalia-2013-0088/mammalia-2013-0088.pdf,Abduction and potential case of predation of an infant howler monkey (Alouatta guariba clamitans) by a tufted capuchin monkey (Sapajus nigritus),,"Genty, Emilie;Cäsar, Cristiane",2014,Mammalia,"Laboratoire de Cognition Comparée, Institut de Biologie, Université de Neuchâtel, Switzerland E-mail: emilie.genty@unine.ch",De Gruyter,,78,3,401,404,0025-1461,1864-1547,copyright,©2014 by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515mammalia20130088,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mammalia20130088&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mammalia20130088&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515mammalia20130088&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Université de Neuchâtel, Deutsches Seminar, Espace Louis-Agassiz 1, CH-2001 Neuchâtel. jan.loop@unine.ch","Loop, Jan",unine,10.1515/ARBI.2006.68,https://doi.org/10.1515/ARBI.2006.68,/media/lionel/Data/swissbib-data/nationallizenzen/gruyter/swiss-pdf/j/arbi.2006.24.issue-1/arbi.2006.68/arbi.2006.68.pdf,"Hanspeter Marti, Klosterkultur und Aufklärung in der Fürstabtei St. Gallen. 2003",,"Loop, Jan",2006,Arbitrium,"Université de Neuchâtel, Deutsches Seminar, Espace Louis-Agassiz 1, CH-2001 Neuchâtel. jan.loop@unine.ch",Walter de Gruyter GmbH & Co. KG,,24,1,68,71,0723-2977,,copyright,"© Max Niemeyer Verlag, Tübingen 2006",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ARBI200668,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI200668&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI200668&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ARBI200668&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
